km,station,train_id,time,hr,min,scenario
78,SAN JOSE,REG (C-EXP) 513_single_28,540,9,0,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 513_single_28,543,9,3,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 6_multi_1,476,7,56,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 6_multi_1,481,8,1,Baseline SB
5,22nd STREET,REG (C-EXP) 6_multi_1,486,8,6,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 6_multi_1,493,8,13,Baseline SB
24,MILLBRAE,REG (C-EXP) 6_multi_1,498,8,18,Baseline SB
29,BURLINGAME,REG (C-EXP) 6_multi_1,502,8,22,Baseline SB
31,SAN MATEO,REG (C-EXP) 6_multi_1,505,8,25,Baseline SB
35,HILLSDALE,REG (C-EXP) 6_multi_1,508,8,28,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 6_multi_1,514,8,34,Baseline SB
47,ATHERTON,REG (C-EXP) 6_multi_1,518,8,38,Baseline SB
51,PALO ALTO,REG (C-EXP) 6_multi_1,521,8,41,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 6_multi_1,528,8,48,Baseline SB
68,LAWRENCE,REG (C-EXP) 6_multi_1,537,8,57,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 813_single_29,490,8,10,Baseline SB
24,MILLBRAE,HSR 813_single_29,510,8,30,Baseline SB
78,SAN JOSE,HSR 813_single_29,545,9,5,Baseline SB
126,GILROY (HSR) $,HSR 813_single_29,571,9,31,Baseline SB
78,SAN JOSE,REG (C-EXP) 6_multi_1,548,9,8,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 6_multi_1,551,9,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 415_multi_1,493,8,13,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 415_multi_1,498,8,18,Baseline SB
11,BAYSHORE,REG (C-EXP) 415_multi_1,509,8,29,Baseline SB
24,MILLBRAE,REG (C-EXP) 415_multi_1,518,8,38,Baseline SB
27,BROADWAY,REG (C-EXP) 415_multi_1,521,8,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 415_multi_1,525,8,45,Baseline SB
35,HILLSDALE,REG (C-EXP) 415_multi_1,528,8,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) 415_multi_1,532,8,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 415_multi_1,536,8,56,Baseline SB
51,PALO ALTO,REG (C-EXP) 415_multi_1,541,9,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 415_multi_1,545,9,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 415_multi_1,549,9,9,Baseline SB
65,SUNNYVALE,REG (C-EXP) 415_multi_1,553,9,13,Baseline SB
68,LAWRENCE,REG (C-EXP) 415_multi_1,556,9,16,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 913_single_30,496,8,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 913_single_30,501,8,21,Baseline SB
78,SAN JOSE,HSR 913_single_30,552,9,12,Baseline SB
126,GILROY (HSR) $,HSR 913_single_30,577,9,37,Baseline SB
78,SAN JOSE,IC (HSR) 763_single_31,564,9,24,Baseline SB
126,GILROY (HSR) $,IC (HSR) 763_single_31,589,9,49,Baseline SB
78,SAN JOSE,REG (C-EXP) 415_multi_1,566,9,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 415_multi_1,569,9,29,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 515_single_32,501,8,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 515_single_32,506,8,26,Baseline SB
5,22nd STREET,REG (C-EXP) 515_single_32,511,8,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 515_single_32,519,8,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 515_single_32,523,8,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 515_single_32,527,8,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 515_single_32,532,8,52,Baseline SB
38,BELMONT,REG (C-EXP) 515_single_32,535,8,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 515_single_32,542,9,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 515_single_32,545,9,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 515_single_32,548,9,8,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 515_single_32,553,9,13,Baseline SB
65,SUNNYVALE,REG (C-EXP) 515_single_32,557,9,17,Baseline SB
74,SANTA CLARA,REG (C-EXP) 515_single_32,563,9,23,Baseline SB
78,SAN JOSE,REG (C-EXP) 515_single_32,570,9,30,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 515_single_32,573,9,33,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 7_multi_1,506,8,26,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 7_multi_1,511,8,31,Baseline SB
5,22nd STREET,REG (C-EXP) 7_multi_1,516,8,36,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 7_multi_1,523,8,43,Baseline SB
24,MILLBRAE,REG (C-EXP) 7_multi_1,528,8,48,Baseline SB
29,BURLINGAME,REG (C-EXP) 7_multi_1,532,8,52,Baseline SB
31,SAN MATEO,REG (C-EXP) 7_multi_1,535,8,55,Baseline SB
35,HILLSDALE,REG (C-EXP) 7_multi_1,538,8,58,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 7_multi_1,544,9,4,Baseline SB
47,ATHERTON,REG (C-EXP) 7_multi_1,548,9,8,Baseline SB
51,PALO ALTO,REG (C-EXP) 7_multi_1,551,9,11,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 7_multi_1,558,9,18,Baseline SB
68,LAWRENCE,REG (C-EXP) 7_multi_1,567,9,27,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 815_single_33,520,8,40,Baseline SB
24,MILLBRAE,HSR 815_single_33,540,9,0,Baseline SB
78,SAN JOSE,HSR 815_single_33,575,9,35,Baseline SB
126,GILROY (HSR) $,HSR 815_single_33,601,10,1,Baseline SB
78,SAN JOSE,REG (C-EXP) 7_multi_1,578,9,38,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 7_multi_1,581,9,41,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 417_multi_1,523,8,43,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 417_multi_1,528,8,48,Baseline SB
11,BAYSHORE,REG (C-EXP) 417_multi_1,539,8,59,Baseline SB
24,MILLBRAE,REG (C-EXP) 417_multi_1,548,9,8,Baseline SB
27,BROADWAY,REG (C-EXP) 417_multi_1,551,9,11,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 417_multi_1,555,9,15,Baseline SB
35,HILLSDALE,REG (C-EXP) 417_multi_1,558,9,18,Baseline SB
40,SAN CARLOS,REG (C-EXP) 417_multi_1,562,9,22,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 417_multi_1,566,9,26,Baseline SB
51,PALO ALTO,REG (C-EXP) 417_multi_1,571,9,31,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 417_multi_1,575,9,35,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 417_multi_1,579,9,39,Baseline SB
65,SUNNYVALE,REG (C-EXP) 417_multi_1,583,9,43,Baseline SB
68,LAWRENCE,REG (C-EXP) 417_multi_1,586,9,46,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 915_single_34,526,8,46,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 915_single_34,531,8,51,Baseline SB
78,SAN JOSE,HSR 915_single_34,582,9,42,Baseline SB
126,GILROY (HSR) $,HSR 915_single_34,607,10,7,Baseline SB
78,SAN JOSE,IC (HSR) 709_single_35,588,9,48,Baseline SB
126,GILROY (HSR) $,IC (HSR) 709_single_35,613,10,13,Baseline SB
78,SAN JOSE,IC (HSR) 765_single_36,594,9,54,Baseline SB
126,GILROY (HSR) $,IC (HSR) 765_single_36,619,10,19,Baseline SB
78,SAN JOSE,REG (C-EXP) 417_multi_1,596,9,56,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 417_multi_1,599,9,59,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 517_single_37,531,8,51,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 517_single_37,536,8,56,Baseline SB
5,22nd STREET,REG (C-EXP) 517_single_37,541,9,1,Baseline SB
20,SAN BRUNO,REG (C-EXP) 517_single_37,549,9,9,Baseline SB
24,MILLBRAE,REG (C-EXP) 517_single_37,553,9,13,Baseline SB
31,SAN MATEO,REG (C-EXP) 517_single_37,557,9,17,Baseline SB
35,HILLSDALE,REG (C-EXP) 517_single_37,562,9,22,Baseline SB
38,BELMONT,REG (C-EXP) 517_single_37,565,9,25,Baseline SB
49,MENLO PARK,REG (C-EXP) 517_single_37,572,9,32,Baseline SB
51,PALO ALTO,REG (C-EXP) 517_single_37,575,9,35,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 517_single_37,578,9,38,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 517_single_37,583,9,43,Baseline SB
65,SUNNYVALE,REG (C-EXP) 517_single_37,587,9,47,Baseline SB
74,SANTA CLARA,REG (C-EXP) 517_single_37,593,9,53,Baseline SB
78,SAN JOSE,REG (C-EXP) 517_single_37,600,10,0,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 517_single_37,603,10,3,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 8_multi_1,536,8,56,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 8_multi_1,541,9,1,Baseline SB
5,22nd STREET,REG (C-EXP) 8_multi_1,546,9,6,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 8_multi_1,553,9,13,Baseline SB
24,MILLBRAE,REG (C-EXP) 8_multi_1,558,9,18,Baseline SB
29,BURLINGAME,REG (C-EXP) 8_multi_1,562,9,22,Baseline SB
31,SAN MATEO,REG (C-EXP) 8_multi_1,565,9,25,Baseline SB
35,HILLSDALE,REG (C-EXP) 8_multi_1,568,9,28,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 8_multi_1,574,9,34,Baseline SB
47,ATHERTON,REG (C-EXP) 8_multi_1,578,9,38,Baseline SB
51,PALO ALTO,REG (C-EXP) 8_multi_1,581,9,41,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 8_multi_1,588,9,48,Baseline SB
68,LAWRENCE,REG (C-EXP) 8_multi_1,597,9,57,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 817_single_38,550,9,10,Baseline SB
24,MILLBRAE,HSR 817_single_38,570,9,30,Baseline SB
78,SAN JOSE,HSR 817_single_38,605,10,5,Baseline SB
126,GILROY (HSR) $,HSR 817_single_38,631,10,31,Baseline SB
78,SAN JOSE,REG (C-EXP) 8_multi_1,608,10,8,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 8_multi_1,611,10,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 419_multi_1,553,9,13,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 419_multi_1,558,9,18,Baseline SB
11,BAYSHORE,REG (C-EXP) 419_multi_1,569,9,29,Baseline SB
24,MILLBRAE,REG (C-EXP) 419_multi_1,578,9,38,Baseline SB
27,BROADWAY,REG (C-EXP) 419_multi_1,581,9,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 419_multi_1,585,9,45,Baseline SB
35,HILLSDALE,REG (C-EXP) 419_multi_1,588,9,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) 419_multi_1,592,9,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 419_multi_1,596,9,56,Baseline SB
51,PALO ALTO,REG (C-EXP) 419_multi_1,601,10,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 419_multi_1,605,10,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 419_multi_1,609,10,9,Baseline SB
65,SUNNYVALE,REG (C-EXP) 419_multi_1,613,10,13,Baseline SB
68,LAWRENCE,REG (C-EXP) 419_multi_1,616,10,16,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 917_single_39,556,9,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 917_single_39,561,9,21,Baseline SB
78,SAN JOSE,HSR 917_single_39,612,10,12,Baseline SB
126,GILROY (HSR) $,HSR 917_single_39,637,10,37,Baseline SB
78,SAN JOSE,IC (HSR) 767_single_40,624,10,24,Baseline SB
126,GILROY (HSR) $,IC (HSR) 767_single_40,649,10,49,Baseline SB
78,SAN JOSE,REG (C-EXP) 419_multi_1,626,10,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 419_multi_1,629,10,29,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 519_single_41,561,9,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 519_single_41,566,9,26,Baseline SB
5,22nd STREET,REG (C-EXP) 519_single_41,571,9,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 519_single_41,579,9,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 519_single_41,583,9,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 519_single_41,587,9,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 519_single_41,592,9,52,Baseline SB
38,BELMONT,REG (C-EXP) 519_single_41,595,9,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 519_single_41,602,10,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 519_single_41,605,10,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 519_single_41,608,10,8,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 519_single_41,613,10,13,Baseline SB
65,SUNNYVALE,REG (C-EXP) 519_single_41,617,10,17,Baseline SB
74,SANTA CLARA,REG (C-EXP) 519_single_41,623,10,23,Baseline SB
78,SAN JOSE,REG (C-EXP) 519_single_41,630,10,30,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 519_single_41,633,10,33,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 9_multi_1,566,9,26,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 9_multi_1,571,9,31,Baseline SB
5,22nd STREET,REG (C-EXP) 9_multi_1,576,9,36,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 9_multi_1,583,9,43,Baseline SB
24,MILLBRAE,REG (C-EXP) 9_multi_1,588,9,48,Baseline SB
29,BURLINGAME,REG (C-EXP) 9_multi_1,592,9,52,Baseline SB
31,SAN MATEO,REG (C-EXP) 9_multi_1,595,9,55,Baseline SB
35,HILLSDALE,REG (C-EXP) 9_multi_1,598,9,58,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 9_multi_1,604,10,4,Baseline SB
47,ATHERTON,REG (C-EXP) 9_multi_1,608,10,8,Baseline SB
51,PALO ALTO,REG (C-EXP) 9_multi_1,611,10,11,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 9_multi_1,618,10,18,Baseline SB
68,LAWRENCE,REG (C-EXP) 9_multi_1,627,10,27,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 819_single_42,580,9,40,Baseline SB
24,MILLBRAE,HSR 819_single_42,600,10,0,Baseline SB
78,SAN JOSE,HSR 819_single_42,635,10,35,Baseline SB
126,GILROY (HSR) $,HSR 819_single_42,661,11,1,Baseline SB
78,SAN JOSE,REG (C-EXP) 9_multi_1,638,10,38,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 9_multi_1,641,10,41,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 421_multi_1,583,9,43,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 421_multi_1,588,9,48,Baseline SB
11,BAYSHORE,REG (C-EXP) 421_multi_1,599,9,59,Baseline SB
24,MILLBRAE,REG (C-EXP) 421_multi_1,608,10,8,Baseline SB
27,BROADWAY,REG (C-EXP) 421_multi_1,611,10,11,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 421_multi_1,615,10,15,Baseline SB
35,HILLSDALE,REG (C-EXP) 421_multi_1,618,10,18,Baseline SB
40,SAN CARLOS,REG (C-EXP) 421_multi_1,622,10,22,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 421_multi_1,626,10,26,Baseline SB
51,PALO ALTO,REG (C-EXP) 421_multi_1,631,10,31,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 421_multi_1,635,10,35,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 421_multi_1,639,10,39,Baseline SB
65,SUNNYVALE,REG (C-EXP) 421_multi_1,643,10,43,Baseline SB
68,LAWRENCE,REG (C-EXP) 421_multi_1,646,10,46,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 919_single_43,586,9,46,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 919_single_43,591,9,51,Baseline SB
78,SAN JOSE,HSR 919_single_43,642,10,42,Baseline SB
126,GILROY (HSR) $,HSR 919_single_43,667,11,7,Baseline SB
78,SAN JOSE,REG (C-EXP) 421_multi_1,656,10,56,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 421_multi_1,659,10,59,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 521_single_44,591,9,51,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 521_single_44,596,9,56,Baseline SB
5,22nd STREET,REG (C-EXP) 521_single_44,601,10,1,Baseline SB
20,SAN BRUNO,REG (C-EXP) 521_single_44,609,10,9,Baseline SB
24,MILLBRAE,REG (C-EXP) 521_single_44,613,10,13,Baseline SB
31,SAN MATEO,REG (C-EXP) 521_single_44,617,10,17,Baseline SB
35,HILLSDALE,REG (C-EXP) 521_single_44,622,10,22,Baseline SB
38,BELMONT,REG (C-EXP) 521_single_44,625,10,25,Baseline SB
49,MENLO PARK,REG (C-EXP) 521_single_44,632,10,32,Baseline SB
51,PALO ALTO,REG (C-EXP) 521_single_44,635,10,35,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 521_single_44,638,10,38,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 521_single_44,643,10,43,Baseline SB
65,SUNNYVALE,REG (C-EXP) 521_single_44,647,10,47,Baseline SB
74,SANTA CLARA,REG (C-EXP) 521_single_44,653,10,53,Baseline SB
78,SAN JOSE,REG (C-EXP) 521_single_44,660,11,0,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 521_single_44,663,11,3,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 10_multi_1,596,9,56,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 10_multi_1,601,10,1,Baseline SB
5,22nd STREET,REG (C-EXP) 10_multi_1,606,10,6,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 10_multi_1,613,10,13,Baseline SB
24,MILLBRAE,REG (C-EXP) 10_multi_1,618,10,18,Baseline SB
29,BURLINGAME,REG (C-EXP) 10_multi_1,622,10,22,Baseline SB
31,SAN MATEO,REG (C-EXP) 10_multi_1,625,10,25,Baseline SB
35,HILLSDALE,REG (C-EXP) 10_multi_1,628,10,28,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 10_multi_1,634,10,34,Baseline SB
47,ATHERTON,REG (C-EXP) 10_multi_1,638,10,38,Baseline SB
51,PALO ALTO,REG (C-EXP) 10_multi_1,641,10,41,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 10_multi_1,648,10,48,Baseline SB
68,LAWRENCE,REG (C-EXP) 10_multi_1,657,10,57,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 821_single_45,610,10,10,Baseline SB
24,MILLBRAE,HSR 821_single_45,630,10,30,Baseline SB
78,SAN JOSE,HSR 821_single_45,665,11,5,Baseline SB
126,GILROY (HSR) $,HSR 821_single_45,691,11,31,Baseline SB
78,SAN JOSE,REG (C-EXP) 10_multi_1,668,11,8,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 10_multi_1,671,11,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 423_multi_1,613,10,13,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 423_multi_1,618,10,18,Baseline SB
11,BAYSHORE,REG (C-EXP) 423_multi_1,629,10,29,Baseline SB
24,MILLBRAE,REG (C-EXP) 423_multi_1,638,10,38,Baseline SB
27,BROADWAY,REG (C-EXP) 423_multi_1,641,10,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 423_multi_1,645,10,45,Baseline SB
35,HILLSDALE,REG (C-EXP) 423_multi_1,648,10,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) 423_multi_1,652,10,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 423_multi_1,656,10,56,Baseline SB
51,PALO ALTO,REG (C-EXP) 423_multi_1,661,11,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 423_multi_1,665,11,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 423_multi_1,669,11,9,Baseline SB
65,SUNNYVALE,REG (C-EXP) 423_multi_1,673,11,13,Baseline SB
68,LAWRENCE,REG (C-EXP) 423_multi_1,676,11,16,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 921_single_46,616,10,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 921_single_46,621,10,21,Baseline SB
78,SAN JOSE,HSR 921_single_46,672,11,12,Baseline SB
126,GILROY (HSR) $,HSR 921_single_46,697,11,37,Baseline SB
78,SAN JOSE,REG (C-EXP) 423_multi_1,686,11,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 423_multi_1,689,11,29,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 523_single_47,621,10,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 523_single_47,626,10,26,Baseline SB
5,22nd STREET,REG (C-EXP) 523_single_47,631,10,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 523_single_47,639,10,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 523_single_47,643,10,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 523_single_47,647,10,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 523_single_47,652,10,52,Baseline SB
38,BELMONT,REG (C-EXP) 523_single_47,655,10,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 523_single_47,662,11,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 523_single_47,665,11,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 523_single_47,668,11,8,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 523_single_47,673,11,13,Baseline SB
65,SUNNYVALE,REG (C-EXP) 523_single_47,677,11,17,Baseline SB
74,SANTA CLARA,REG (C-EXP) 523_single_47,683,11,23,Baseline SB
78,SAN JOSE,REG (C-EXP) 523_single_47,690,11,30,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 523_single_47,693,11,33,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 11_single_48,626,10,26,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 11_single_48,631,10,31,Baseline SB
5,22nd STREET,REG (C-EXP) 11_single_48,636,10,36,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 11_single_48,643,10,43,Baseline SB
24,MILLBRAE,REG (C-EXP) 11_single_48,648,10,48,Baseline SB
29,BURLINGAME,REG (C-EXP) 11_single_48,652,10,52,Baseline SB
31,SAN MATEO,REG (C-EXP) 11_single_48,655,10,55,Baseline SB
35,HILLSDALE,REG (C-EXP) 11_single_48,658,10,58,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 11_single_48,664,11,4,Baseline SB
47,ATHERTON,REG (C-EXP) 11_single_48,668,11,8,Baseline SB
51,PALO ALTO,REG (C-EXP) 11_single_48,671,11,11,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 11_single_48,678,11,18,Baseline SB
68,LAWRENCE,REG (C-EXP) 11_single_48,687,11,27,Baseline SB
78,SAN JOSE,REG (C-EXP) 11_single_48,698,11,38,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 11_single_48,701,11,41,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 825_single_49,670,11,10,Baseline SB
24,MILLBRAE,HSR 825_single_49,690,11,30,Baseline SB
78,SAN JOSE,HSR 825_single_49,725,12,5,Baseline SB
126,GILROY (HSR) $,HSR 825_single_49,751,12,31,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 427_multi_1,673,11,13,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 427_multi_1,678,11,18,Baseline SB
11,BAYSHORE,REG (C-EXP) 427_multi_1,689,11,29,Baseline SB
24,MILLBRAE,REG (C-EXP) 427_multi_1,698,11,38,Baseline SB
27,BROADWAY,REG (C-EXP) 427_multi_1,701,11,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 427_multi_1,705,11,45,Baseline SB
35,HILLSDALE,REG (C-EXP) 427_multi_1,708,11,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) 427_multi_1,712,11,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 427_multi_1,716,11,56,Baseline SB
51,PALO ALTO,REG (C-EXP) 427_multi_1,721,12,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 427_multi_1,725,12,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 427_multi_1,729,12,9,Baseline SB
65,SUNNYVALE,REG (C-EXP) 427_multi_1,733,12,13,Baseline SB
68,LAWRENCE,REG (C-EXP) 427_multi_1,736,12,16,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 925_single_50,676,11,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 925_single_50,681,11,21,Baseline SB
78,SAN JOSE,HSR 925_single_50,732,12,12,Baseline SB
126,GILROY (HSR) $,HSR 925_single_50,757,12,37,Baseline SB
78,SAN JOSE,REG (C-EXP) 427_multi_1,746,12,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 427_multi_1,749,12,29,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 527_single_51,681,11,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 527_single_51,686,11,26,Baseline SB
5,22nd STREET,REG (C-EXP) 527_single_51,691,11,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 527_single_51,699,11,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 527_single_51,703,11,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 527_single_51,707,11,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 527_single_51,712,11,52,Baseline SB
38,BELMONT,REG (C-EXP) 527_single_51,715,11,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 527_single_51,722,12,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 527_single_51,725,12,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 527_single_51,728,12,8,Baseline SB
