scenario,departure_station,arrival_station,departure_hour,count_journey_time,mean_journey_time,min_journey_time,max_journey_time,count_wait_time,mean_wait_time,min_wait_time,max_wait_time
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,12,1,42.0,42,42,60,29.5,0.0,59.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,13,1,42.0,42,42,60,29.5,0.0,59.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,14,1,42.0,42,42,60,29.5,0.0,59.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,15,1,42.0,42,42,60,26.5,0.0,53.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,16,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,17,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,18,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,19,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,20,2,42.0,42,42,60,17.5,0.0,59.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,21,1,42.0,42,42,60,29.5,0.0,59.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,22,1,42.0,42,42,60,29.5,0.0,59.0
Baseline NB,CALIFORNIA AVENUE,TOWNSEND / 4TH AND KING $,23,1,42.0,42,42,54,26.5,0.0,53.0
Baseline NB,CAPITOL (HSR) $,BAYSHORE,5,2,68.0,68,68,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BAYSHORE,6,2,68.0,68,68,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BAYSHORE,7,2,68.0,68,68,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BAYSHORE,8,2,68.0,68,68,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BAYSHORE,9,2,68.0,68,68,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BROADWAY,5,2,52.0,52,52,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BROADWAY,6,2,52.0,52,52,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BROADWAY,7,2,52.0,52,52,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BROADWAY,8,2,52.0,52,52,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,BROADWAY,9,2,52.0,52,52,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HAYWARD PARK,5,2,48.0,48,48,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HAYWARD PARK,6,2,48.0,48,48,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HAYWARD PARK,7,2,48.0,48,48,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HAYWARD PARK,8,2,48.0,48,48,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HAYWARD PARK,9,2,48.0,48,48,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HILLSDALE,5,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HILLSDALE,6,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HILLSDALE,7,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HILLSDALE,8,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,HILLSDALE,9,2,45.0,45,45,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,LAWRENCE,5,2,18.0,18,18,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,LAWRENCE,6,2,18.0,18,18,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,LAWRENCE,7,2,18.0,18,18,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,LAWRENCE,8,2,18.0,18,18,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,LAWRENCE,9,2,18.0,18,18,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MILLBRAE,5,2,55.0,55,55,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MILLBRAE,6,2,55.0,55,55,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MILLBRAE,7,2,55.0,55,55,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MILLBRAE,8,2,55.0,55,55,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MILLBRAE,9,2,55.0,55,55,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MOUNTAIN VIEW,5,2,25.0,25,25,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MOUNTAIN VIEW,6,2,25.0,25,25,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MOUNTAIN VIEW,7,2,25.0,25,25,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MOUNTAIN VIEW,8,2,25.0,25,25,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,MOUNTAIN VIEW,9,2,25.0,25,25,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,PALO ALTO,5,2,33.0,33,33,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,PALO ALTO,6,2,33.0,33,33,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,PALO ALTO,7,2,33.0,33,33,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,PALO ALTO,8,2,33.0,33,33,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,PALO ALTO,9,2,33.0,33,33,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,REDWOOD CITY,5,2,38.0,38,38,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,REDWOOD CITY,6,2,38.0,38,38,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,REDWOOD CITY,7,2,38.0,38,38,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,REDWOOD CITY,8,2,38.0,38,38,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,REDWOOD CITY,9,2,38.0,38,38,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,5,2,79.0,79,79,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,6,2,79.0,79,79,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,7,2,79.0,79,79,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,8,2,79.0,79,79,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,9,2,79.0,79,79,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN ANTONIO,5,2,29.0,29,29,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN ANTONIO,6,2,29.0,29,29,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN ANTONIO,7,2,29.0,29,29,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN ANTONIO,8,2,29.0,29,29,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN ANTONIO,9,2,29.0,29,29,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN CARLOS,5,2,41.0,41,41,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN CARLOS,6,2,41.0,41,41,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN CARLOS,7,2,41.0,41,41,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN CARLOS,8,2,41.0,41,41,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN CARLOS,9,2,41.0,41,41,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN JOSE,5,2,7.0,7,7,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN JOSE,6,2,7.0,7,7,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN JOSE,7,2,7.0,7,7,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN JOSE,8,2,7.0,7,7,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SAN JOSE,9,2,7.0,7,7,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SUNNYVALE,5,2,21.0,21,21,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SUNNYVALE,6,2,21.0,21,21,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SUNNYVALE,7,2,21.0,21,21,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SUNNYVALE,8,2,21.0,21,21,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,SUNNYVALE,9,2,21.0,21,21,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TAMIEN (HSR) $,5,2,4.0,4,4,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TAMIEN (HSR) $,6,2,4.0,4,4,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TAMIEN (HSR) $,7,2,4.0,4,4,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TAMIEN (HSR) $,8,2,4.0,4,4,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TAMIEN (HSR) $,9,2,4.0,4,4,58,14.017241379310345,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TOWNSEND / 4TH AND KING $,5,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TOWNSEND / 4TH AND KING $,6,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TOWNSEND / 4TH AND KING $,7,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TOWNSEND / 4TH AND KING $,8,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,CAPITOL (HSR) $,TOWNSEND / 4TH AND KING $,9,2,75.0,75,75,58,14.017241379310345,0.0,29.0
Baseline NB,GILROY (HSR) $,BAYSHORE,5,2,92.0,92,92,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BAYSHORE,6,2,92.0,92,92,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BAYSHORE,7,2,92.0,92,92,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BAYSHORE,8,2,92.0,92,92,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BAYSHORE,9,2,92.0,92,92,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,BLOSSOM HILL (HSR) $,5,1,19.0,19,19,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,BLOSSOM HILL (HSR) $,6,1,19.0,19,19,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,BLOSSOM HILL (HSR) $,7,1,19.0,19,19,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,BLOSSOM HILL (HSR) $,8,1,19.0,19,19,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,BLOSSOM HILL (HSR) $,9,1,19.0,19,19,34,16.5,0.0,33.0
Baseline NB,GILROY (HSR) $,BROADWAY,5,2,76.0,76,76,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BROADWAY,6,2,76.0,76,76,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BROADWAY,7,2,76.0,76,76,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BROADWAY,8,2,76.0,76,76,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,BROADWAY,9,2,76.0,76,76,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,CAPITOL (HSR) $,5,2,24.0,24,24,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,CAPITOL (HSR) $,6,2,24.0,24,24,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,CAPITOL (HSR) $,7,2,24.0,24,24,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,CAPITOL (HSR) $,8,2,24.0,24,24,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,CAPITOL (HSR) $,9,2,24.0,24,24,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,HAYWARD PARK,5,2,72.0,72,72,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HAYWARD PARK,6,2,72.0,72,72,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HAYWARD PARK,7,2,72.0,72,72,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HAYWARD PARK,8,2,72.0,72,72,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HAYWARD PARK,9,2,72.0,72,72,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,HILLSDALE,5,2,69.0,69,69,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HILLSDALE,6,2,69.0,69,69,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HILLSDALE,7,2,69.0,69,69,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HILLSDALE,8,2,69.0,69,69,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,HILLSDALE,9,2,69.0,69,69,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,LAWRENCE,5,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,LAWRENCE,6,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,LAWRENCE,7,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,LAWRENCE,8,2,42.0,42,42,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,LAWRENCE,9,2,42.0,42,42,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,MILLBRAE,5,3,73.0,61,79,60,12.7,0.0,27.0
Baseline NB,GILROY (HSR) $,MILLBRAE,6,4,70.0,61,79,60,12.633333333333333,0.0,27.0
Baseline NB,GILROY (HSR) $,MILLBRAE,7,4,70.0,61,79,60,12.633333333333333,0.0,27.0
Baseline NB,GILROY (HSR) $,MILLBRAE,8,4,70.0,61,79,60,12.633333333333333,0.0,27.0
Baseline NB,GILROY (HSR) $,MILLBRAE,9,4,70.0,61,79,60,12.633333333333333,0.0,27.0
Baseline NB,GILROY (HSR) $,MILLBRAE,10,2,61.0,61,61,60,28.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,11,1,61.0,61,61,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,12,1,61.0,61,61,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,13,1,61.0,61,61,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,14,1,61.0,61,61,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,15,1,61.0,61,61,60,15.5,0.0,31.0
Baseline NB,GILROY (HSR) $,MILLBRAE,16,2,61.0,61,61,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MILLBRAE,17,2,61.0,61,61,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MILLBRAE,18,2,61.0,61,61,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MILLBRAE,19,2,61.0,61,61,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MILLBRAE,20,2,61.0,61,61,60,28.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,21,1,61.0,61,61,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,22,1,61.0,61,61,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MILLBRAE,23,1,61.0,61,61,32,15.5,0.0,31.0
Baseline NB,GILROY (HSR) $,MORGAN HILL (HSR) $,5,1,10.0,10,10,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MORGAN HILL (HSR) $,6,1,10.0,10,10,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MORGAN HILL (HSR) $,7,1,10.0,10,10,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MORGAN HILL (HSR) $,8,1,10.0,10,10,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,MORGAN HILL (HSR) $,9,1,10.0,10,10,4,1.5,0.0,3.0
Baseline NB,GILROY (HSR) $,MOUNTAIN VIEW,5,2,49.0,49,49,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MOUNTAIN VIEW,6,2,49.0,49,49,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MOUNTAIN VIEW,7,2,49.0,49,49,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MOUNTAIN VIEW,8,2,49.0,49,49,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,MOUNTAIN VIEW,9,2,49.0,49,49,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,PALO ALTO,5,2,57.0,57,57,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,PALO ALTO,6,2,57.0,57,57,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,PALO ALTO,7,2,57.0,57,57,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,PALO ALTO,8,2,57.0,57,57,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,PALO ALTO,9,2,57.0,57,57,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,REDWOOD CITY,5,2,62.0,62,62,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,REDWOOD CITY,6,2,62.0,62,62,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,REDWOOD CITY,7,2,62.0,62,62,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,REDWOOD CITY,8,2,62.0,62,62,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,REDWOOD CITY,9,2,62.0,62,62,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,5,4,91.0,79,103,60,10.5,0.0,27.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,6,6,87.0,79,103,60,8.233333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,7,6,87.0,79,103,60,8.233333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,8,6,87.0,79,103,60,8.233333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,9,6,87.0,79,103,60,8.233333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,10,4,79.0,79,79,60,11.7,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,11,2,79.0,79,79,60,15.1,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,12,2,79.0,79,79,60,15.1,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,13,2,79.0,79,79,60,15.1,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,14,2,79.0,79,79,60,15.1,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,15,2,79.0,79,79,60,13.1,0.0,31.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,16,4,79.0,79,79,60,9.7,0.0,23.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,17,4,79.0,79,79,60,9.7,0.0,23.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,18,4,79.0,79,79,60,9.7,0.0,23.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,19,4,79.0,79,79,60,9.7,0.0,23.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,20,4,79.0,79,79,60,11.7,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,21,2,79.0,79,79,60,15.1,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,22,2,79.0,79,79,60,15.1,0.0,35.0
Baseline NB,GILROY (HSR) $,SALESFORCE TRANSIT CENTER (STC) $,23,2,79.0,79,79,56,13.785714285714286,0.0,31.0
Baseline NB,GILROY (HSR) $,SAN ANTONIO,5,2,53.0,53,53,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN ANTONIO,6,2,53.0,53,53,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN ANTONIO,7,2,53.0,53,53,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN ANTONIO,8,2,53.0,53,53,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN ANTONIO,9,2,53.0,53,53,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN CARLOS,5,2,65.0,65,65,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN CARLOS,6,2,65.0,65,65,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN CARLOS,7,2,65.0,65,65,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN CARLOS,8,2,65.0,65,65,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN CARLOS,9,2,65.0,65,65,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,SAN JOSE,5,6,25.833333333333332,23,31,60,7.9,0.0,27.0
Baseline NB,GILROY (HSR) $,SAN JOSE,6,9,25.0,23,31,60,3.6333333333333333,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,7,9,25.0,23,31,60,3.6333333333333333,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,8,9,25.0,23,31,60,3.6333333333333333,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,9,9,25.0,23,31,60,3.6333333333333333,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,10,7,23.285714285714285,23,24,60,5.1,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,11,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,12,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,13,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,14,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,15,5,23.2,23,24,60,5.9,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,16,7,23.285714285714285,23,24,60,4.3,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,17,7,23.285714285714285,23,24,60,4.3,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,18,7,23.285714285714285,23,24,60,4.3,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,19,7,23.285714285714285,23,24,60,4.3,0.0,11.0
Baseline NB,GILROY (HSR) $,SAN JOSE,20,7,23.285714285714285,23,24,60,5.1,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,21,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,22,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,23,5,23.2,23,24,60,6.7,0.0,17.0
Baseline NB,GILROY (HSR) $,SAN JOSE,24,1,23.0,23,23,14,6.5,0.0,13.0
Baseline NB,GILROY (HSR) $,SUNNYVALE,5,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SUNNYVALE,6,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SUNNYVALE,7,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SUNNYVALE,8,2,45.0,45,45,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,SUNNYVALE,9,2,45.0,45,45,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,TAMIEN (HSR) $,5,2,28.0,28,28,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TAMIEN (HSR) $,6,2,28.0,28,28,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TAMIEN (HSR) $,7,2,28.0,28,28,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TAMIEN (HSR) $,8,2,28.0,28,28,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TAMIEN (HSR) $,9,2,28.0,28,28,34,12.970588235294118,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,5,3,91.0,75,99,60,11.566666666666666,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,6,4,87.0,75,99,60,8.633333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,7,4,87.0,75,99,60,8.633333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,8,4,87.0,75,99,60,8.633333333333333,0.0,21.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,9,4,87.0,75,99,60,10.1,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,10,2,75.0,75,75,60,16.5,0.0,59.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,11,1,75.0,75,75,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,12,1,75.0,75,75,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,13,1,75.0,75,75,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,14,1,75.0,75,75,60,29.5,0.0,59.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,15,1,75.0,75,75,60,27.5,0.0,55.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,16,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,17,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,18,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,19,2,75.0,75,75,60,14.5,0.0,29.0
Baseline NB,GILROY (HSR) $,TOWNSEND / 4TH AND KING $,20,2,75.0,75,75,60,16.5,0.0,59.0
