,scenario,departure_station,arrival_station,departure_hour,count_journey_time,mean_journey_time,min_journey_time,max_journey_time,count_wait_time,mean_wait_time,min_wait_time,max_wait_time
5191,Existing,Redwood City Caltrain,Burlingame Caltrain,22,1,21.0,21,21,60,22.033333333333335,0.0,45.0
5192,Existing,Redwood City Caltrain,Burlingame Caltrain,23,1,21.0,21,21,14,6.5,0.0,13.0
5193,Existing,Redwood City Caltrain,California Ave Caltrain,5,1,14.0,14,14,60,21.7,0.0,41.0
5194,Existing,Redwood City Caltrain,California Ave Caltrain,6,2,13.0,13,13,60,16.516666666666666,0.0,38.0
5195,Existing,Redwood City Caltrain,California Ave Caltrain,7,1,14.0,14,14,60,29.5,0.0,59.0
5196,Existing,Redwood City Caltrain,California Ave Caltrain,8,1,14.0,14,14,60,29.5,0.0,59.0
5197,Existing,Redwood City Caltrain,California Ave Caltrain,9,2,13.5,13,14,60,14.833333333333334,0.0,33.0
5198,Existing,Redwood City Caltrain,California Ave Caltrain,10,2,12.5,12,13,60,18.233333333333334,0.0,59.0
5199,Existing,Redwood City Caltrain,California Ave Caltrain,11,1,13.0,13,13,60,29.5,0.0,59.0
5200,Existing,Redwood City Caltrain,California Ave Caltrain,12,1,13.0,13,13,60,29.5,0.0,59.0
5201,Existing,Redwood City Caltrain,California Ave Caltrain,13,1,13.0,13,13,60,29.5,0.0,59.0
5202,Existing,Redwood City Caltrain,California Ave Caltrain,14,1,13.0,13,13,60,26.033333333333335,0.0,51.0
5203,Existing,Redwood City Caltrain,California Ave Caltrain,15,2,13.5,13,14,60,13.933333333333334,0.0,28.0
5204,Existing,Redwood City Caltrain,California Ave Caltrain,16,1,13.0,13,13,60,24.033333333333335,0.0,51.0
5205,Existing,Redwood City Caltrain,California Ave Caltrain,17,2,11.5,10,13,60,14.916666666666666,0.0,34.0
5206,Existing,Redwood City Caltrain,California Ave Caltrain,18,2,11.5,10,13,60,14.916666666666666,0.0,34.0
5207,Existing,Redwood City Caltrain,California Ave Caltrain,19,2,11.5,10,13,60,20.116666666666667,0.0,47.0
5208,Existing,Redwood City Caltrain,California Ave Caltrain,20,1,12.0,12,12,60,29.5,0.0,59.0
5209,Existing,Redwood City Caltrain,California Ave Caltrain,21,1,12.0,12,12,60,29.5,0.0,59.0
5210,Existing,Redwood City Caltrain,California Ave Caltrain,22,1,12.0,12,12,60,29.5,0.0,59.0
5211,Existing,Redwood City Caltrain,California Ave Caltrain,23,1,12.0,12,12,60,51.1,0.0,95.0
5212,Existing,Redwood City Caltrain,California Ave Caltrain,24,1,12.0,12,12,60,29.5,0.0,59.0
5213,Existing,Redwood City Caltrain,Capitol Caltrain,15,1,63.0,63,63,60,32.916666666666664,0.0,100.0
5214,Existing,Redwood City Caltrain,Capitol Caltrain,17,1,63.0,63,63,60,26.7,0.0,52.0
5215,Existing,Redwood City Caltrain,Capitol Caltrain,18,1,50.0,50,50,29,14.0,0.0,28.0
5216,Existing,Redwood City Caltrain,College Park Caltrain,7,1,43.0,43,43,60,300.1,0.0,510.0
5217,Existing,Redwood City Caltrain,College Park Caltrain,15,1,41.0,41,41,55,27.0,0.0,54.0
5218,Existing,Redwood City Caltrain,Gilroy Caltrain,15,1,103.0,103,103,60,32.916666666666664,0.0,100.0
5219,Existing,Redwood City Caltrain,Gilroy Caltrain,17,1,103.0,103,103,60,26.7,0.0,52.0
5220,Existing,Redwood City Caltrain,Gilroy Caltrain,18,1,90.0,90,90,29,14.0,0.0,28.0
5221,Existing,Redwood City Caltrain,Hayward Park Caltrain,5,2,15.0,15,15,60,27.016666666666666,0.0,74.0
5222,Existing,Redwood City Caltrain,Hayward Park Caltrain,6,1,15.0,15,15,60,29.5,0.0,59.0
5223,Existing,Redwood City Caltrain,Hayward Park Caltrain,8,2,15.0,15,15,60,26.75,0.0,59.0
5224,Existing,Redwood City Caltrain,Hayward Park Caltrain,9,1,14.0,14,14,60,29.433333333333334,0.0,57.0
5225,Existing,Redwood City Caltrain,Hayward Park Caltrain,10,1,14.0,14,14,60,29.5,0.0,59.0
5226,Existing,Redwood City Caltrain,Hayward Park Caltrain,11,1,14.0,14,14,60,29.5,0.0,59.0
5227,Existing,Redwood City Caltrain,Hayward Park Caltrain,12,1,14.0,14,14,60,29.5,0.0,59.0
5228,Existing,Redwood City Caltrain,Hayward Park Caltrain,13,1,14.0,14,14,60,29.5,0.0,59.0
5229,Existing,Redwood City Caltrain,Hayward Park Caltrain,14,1,14.0,14,14,60,29.7,0.0,62.0
5230,Existing,Redwood City Caltrain,Hayward Park Caltrain,15,1,15.0,15,15,60,29.2,0.0,58.0
5231,Existing,Redwood City Caltrain,Hayward Park Caltrain,16,1,14.0,14,14,60,28.866666666666667,0.0,57.0
5232,Existing,Redwood City Caltrain,Hayward Park Caltrain,17,1,14.0,14,14,60,29.5,0.0,59.0
5233,Existing,Redwood City Caltrain,Hayward Park Caltrain,18,1,14.0,14,14,60,33.35,0.0,70.0
5234,Existing,Redwood City Caltrain,Hayward Park Caltrain,19,1,14.0,14,14,60,25.833333333333332,0.0,49.0
5235,Existing,Redwood City Caltrain,Hayward Park Caltrain,20,1,14.0,14,14,60,29.5,0.0,59.0
5236,Existing,Redwood City Caltrain,Hayward Park Caltrain,21,1,14.0,14,14,60,29.5,0.0,59.0
5237,Existing,Redwood City Caltrain,Hayward Park Caltrain,22,1,14.0,14,14,60,22.033333333333335,0.0,45.0
5238,Existing,Redwood City Caltrain,Hayward Park Caltrain,23,1,14.0,14,14,14,6.5,0.0,13.0
5239,Existing,Redwood City Caltrain,Hillsdale Caltrain,5,2,12.0,12,12,60,24.016666666666666,0.0,62.0
5240,Existing,Redwood City Caltrain,Hillsdale Caltrain,6,2,9.5,7,12,60,19.9,0.0,47.0
5241,Existing,Redwood City Caltrain,Hillsdale Caltrain,7,1,7.0,7,7,60,20.5,0.0,47.0
5242,Existing,Redwood City Caltrain,Hillsdale Caltrain,8,3,10.666666666666666,8,12,60,20.75,0.0,48.0
5243,Existing,Redwood City Caltrain,Hillsdale Caltrain,9,2,11.0,11,11,60,14.916666666666666,0.0,34.0
5244,Existing,Redwood City Caltrain,Hillsdale Caltrain,10,2,11.5,11,12,60,16.85,0.0,59.0
5245,Existing,Redwood City Caltrain,Hillsdale Caltrain,11,1,11.0,11,11,60,29.5,0.0,59.0
5246,Existing,Redwood City Caltrain,Hillsdale Caltrain,12,1,11.0,11,11,60,29.5,0.0,59.0
5247,Existing,Redwood City Caltrain,Hillsdale Caltrain,13,1,11.0,11,11,60,29.5,0.0,59.0
5248,Existing,Redwood City Caltrain,Hillsdale Caltrain,14,1,11.0,11,11,60,26.166666666666668,0.0,55.0
5249,Existing,Redwood City Caltrain,Hillsdale Caltrain,15,2,11.5,11,12,60,23.9,0.0,52.0
5250,Existing,Redwood City Caltrain,Hillsdale Caltrain,16,1,11.0,11,11,60,20.95,0.0,40.0
5251,Existing,Redwood City Caltrain,Hillsdale Caltrain,17,2,9.0,7,11,60,14.916666666666666,0.0,34.0
5252,Existing,Redwood City Caltrain,Hillsdale Caltrain,18,2,9.0,7,11,60,18.066666666666666,0.0,43.0
5253,Existing,Redwood City Caltrain,Hillsdale Caltrain,19,2,10.0,9,11,60,15.483333333333333,0.0,37.0
5254,Existing,Redwood City Caltrain,Hillsdale Caltrain,20,1,11.0,11,11,60,29.5,0.0,59.0
5255,Existing,Redwood City Caltrain,Hillsdale Caltrain,21,1,11.0,11,11,60,29.5,0.0,59.0
5256,Existing,Redwood City Caltrain,Hillsdale Caltrain,22,1,11.0,11,11,60,22.033333333333335,0.0,45.0
5257,Existing,Redwood City Caltrain,Hillsdale Caltrain,23,1,11.0,11,11,14,6.5,0.0,13.0
5258,Existing,Redwood City Caltrain,Lawrence Caltrain,5,1,34.0,34,34,60,21.7,0.0,41.0
5259,Existing,Redwood City Caltrain,Lawrence Caltrain,6,2,28.0,25,31,60,16.516666666666666,0.0,38.0
5260,Existing,Redwood City Caltrain,Lawrence Caltrain,7,1,33.0,33,33,60,29.5,0.0,59.0
5261,Existing,Redwood City Caltrain,Lawrence Caltrain,8,1,33.0,33,33,60,29.5,0.0,59.0
5262,Existing,Redwood City Caltrain,Lawrence Caltrain,9,2,32.0,31,33,60,14.833333333333334,0.0,33.0
5263,Existing,Redwood City Caltrain,Lawrence Caltrain,10,2,30.5,30,31,60,18.233333333333334,0.0,59.0
5264,Existing,Redwood City Caltrain,Lawrence Caltrain,11,1,31.0,31,31,60,29.5,0.0,59.0
5265,Existing,Redwood City Caltrain,Lawrence Caltrain,12,1,31.0,31,31,60,29.5,0.0,59.0
5266,Existing,Redwood City Caltrain,Lawrence Caltrain,13,1,31.0,31,31,60,29.5,0.0,59.0
5267,Existing,Redwood City Caltrain,Lawrence Caltrain,14,1,31.0,31,31,60,26.033333333333335,0.0,51.0
5268,Existing,Redwood City Caltrain,Lawrence Caltrain,15,2,32.0,31,33,60,13.933333333333334,0.0,28.0
5269,Existing,Redwood City Caltrain,Lawrence Caltrain,16,1,32.0,32,32,60,41.11666666666667,0.0,76.0
5270,Existing,Redwood City Caltrain,Lawrence Caltrain,17,1,33.0,33,33,60,26.7,0.0,52.0
5271,Existing,Redwood City Caltrain,Lawrence Caltrain,18,2,27.5,23,32,60,26.116666666666667,0.0,59.0
5272,Existing,Redwood City Caltrain,Lawrence Caltrain,19,1,33.0,33,33,60,24.7,0.0,47.0
5273,Existing,Redwood City Caltrain,Lawrence Caltrain,20,1,30.0,30,30,60,29.5,0.0,59.0
5274,Existing,Redwood City Caltrain,Lawrence Caltrain,21,1,30.0,30,30,60,29.5,0.0,59.0
5275,Existing,Redwood City Caltrain,Lawrence Caltrain,22,1,30.0,30,30,60,29.5,0.0,59.0
5276,Existing,Redwood City Caltrain,Lawrence Caltrain,23,1,30.0,30,30,60,51.1,0.0,95.0
5277,Existing,Redwood City Caltrain,Lawrence Caltrain,24,1,30.0,30,30,60,29.5,0.0,59.0
5278,Existing,Redwood City Caltrain,Menlo Park Caltrain,5,1,6.0,6,6,60,21.7,0.0,41.0
5279,Existing,Redwood City Caltrain,Menlo Park Caltrain,6,2,5.5,5,6,60,13.516666666666667,0.0,28.0
5280,Existing,Redwood City Caltrain,Menlo Park Caltrain,7,2,6.0,6,6,60,19.9,0.0,47.0
5281,Existing,Redwood City Caltrain,Menlo Park Caltrain,8,2,6.0,6,6,60,19.9,0.0,47.0
5282,Existing,Redwood City Caltrain,Menlo Park Caltrain,9,3,5.666666666666667,5,6,60,12.433333333333334,0.0,33.0
5283,Existing,Redwood City Caltrain,Menlo Park Caltrain,10,2,5.0,5,5,60,18.233333333333334,0.0,59.0
5284,Existing,Redwood City Caltrain,Menlo Park Caltrain,11,1,5.0,5,5,60,29.5,0.0,59.0
5285,Existing,Redwood City Caltrain,Menlo Park Caltrain,12,1,5.0,5,5,60,29.5,0.0,59.0
5286,Existing,Redwood City Caltrain,Menlo Park Caltrain,13,1,5.0,5,5,60,29.5,0.0,59.0
5287,Existing,Redwood City Caltrain,Menlo Park Caltrain,14,1,5.0,5,5,60,26.033333333333335,0.0,51.0
5288,Existing,Redwood City Caltrain,Menlo Park Caltrain,15,2,5.0,5,5,60,13.933333333333334,0.0,28.0
5289,Existing,Redwood City Caltrain,Menlo Park Caltrain,16,1,6.0,6,6,60,36.333333333333336,0.0,69.0
5290,Existing,Redwood City Caltrain,Menlo Park Caltrain,17,2,6.0,6,6,60,23.316666666666666,0.0,52.0
5291,Existing,Redwood City Caltrain,Menlo Park Caltrain,18,2,6.0,6,6,60,23.316666666666666,0.0,52.0
5292,Existing,Redwood City Caltrain,Menlo Park Caltrain,19,2,6.0,6,6,60,21.316666666666666,0.0,47.0
5293,Existing,Redwood City Caltrain,Menlo Park Caltrain,20,1,5.0,5,5,60,29.5,0.0,59.0
5294,Existing,Redwood City Caltrain,Menlo Park Caltrain,21,1,5.0,5,5,60,29.5,0.0,59.0
5295,Existing,Redwood City Caltrain,Menlo Park Caltrain,22,1,5.0,5,5,60,29.5,0.0,59.0
5296,Existing,Redwood City Caltrain,Menlo Park Caltrain,23,1,5.0,5,5,60,51.1,0.0,95.0
5297,Existing,Redwood City Caltrain,Menlo Park Caltrain,24,1,5.0,5,5,60,29.5,0.0,59.0
5298,Existing,Redwood City Caltrain,Millbrae Caltrain,5,2,26.5,26,27,60,20.516666666666666,0.0,48.0
5299,Existing,Redwood City Caltrain,Millbrae Caltrain,6,3,20.666666666666668,16,27,60,11.966666666666667,0.0,33.0
5300,Existing,Redwood City Caltrain,Millbrae Caltrain,7,2,17.0,16,18,60,13.3,0.0,35.0
5301,Existing,Redwood City Caltrain,Millbrae Caltrain,8,4,22.25,17,27,60,11.95,0.0,32.0
5302,Existing,Redwood City Caltrain,Millbrae Caltrain,9,2,25.0,24,26,60,14.916666666666666,0.0,34.0
5303,Existing,Redwood City Caltrain,Millbrae Caltrain,10,2,25.0,25,25,60,16.85,0.0,59.0
5304,Existing,Redwood City Caltrain,Millbrae Caltrain,11,1,25.0,25,25,60,29.5,0.0,59.0
5305,Existing,Redwood City Caltrain,Millbrae Caltrain,12,1,25.0,25,25,60,29.5,0.0,59.0
5306,Existing,Redwood City Caltrain,Millbrae Caltrain,13,1,25.0,25,25,60,29.5,0.0,59.0
5307,Existing,Redwood City Caltrain,Millbrae Caltrain,14,1,27.0,27,27,60,26.166666666666668,0.0,55.0
5308,Existing,Redwood City Caltrain,Millbrae Caltrain,15,2,27.0,27,27,60,23.633333333333333,0.0,52.0
5309,Existing,Redwood City Caltrain,Millbrae Caltrain,16,3,20.0,17,25,60,9.783333333333333,0.0,24.0
5310,Existing,Redwood City Caltrain,Millbrae Caltrain,17,4,20.0,17,25,60,7.75,0.0,21.0
5311,Existing,Redwood City Caltrain,Millbrae Caltrain,18,4,20.0,17,25,60,8.95,0.0,30.0
5312,Existing,Redwood City Caltrain,Millbrae Caltrain,19,2,23.5,21,26,60,15.483333333333333,0.0,37.0
5313,Existing,Redwood City Caltrain,Millbrae Caltrain,20,1,25.0,25,25,60,29.5,0.0,59.0
5314,Existing,Redwood City Caltrain,Millbrae Caltrain,21,1,25.0,25,25,60,29.5,0.0,59.0
5315,Existing,Redwood City Caltrain,Millbrae Caltrain,22,1,25.0,25,25,60,22.033333333333335,0.0,45.0
5316,Existing,Redwood City Caltrain,Millbrae Caltrain,23,1,25.0,25,25,14,6.5,0.0,13.0
5317,Existing,Redwood City Caltrain,Morgan Hill Caltrain,15,1,82.0,82,82,60,32.916666666666664,0.0,100.0
5318,Existing,Redwood City Caltrain,Morgan Hill Caltrain,17,1,82.0,82,82,60,26.7,0.0,52.0
5319,Existing,Redwood City Caltrain,Morgan Hill Caltrain,18,1,69.0,69,69,29,14.0,0.0,28.0
5320,Existing,Redwood City Caltrain,Mountain View Caltrain,5,1,23.0,23,23,60,21.7,0.0,41.0
5321,Existing,Redwood City Caltrain,Mountain View Caltrain,6,2,21.0,20,22,60,13.516666666666667,0.0,28.0
5322,Existing,Redwood City Caltrain,Mountain View Caltrain,7,3,19.666666666666668,17,23,60,14.566666666666666,0.0,39.0
5323,Existing,Redwood City Caltrain,Mountain View Caltrain,8,3,19.666666666666668,17,23,60,14.566666666666666,0.0,39.0
5324,Existing,Redwood City Caltrain,Mountain View Caltrain,9,3,20.666666666666668,17,23,60,12.433333333333334,0.0,33.0
5325,Existing,Redwood City Caltrain,Mountain View Caltrain,10,2,21.5,21,22,60,18.233333333333334,0.0,59.0
5326,Existing,Redwood City Caltrain,Mountain View Caltrain,11,1,22.0,22,22,60,29.5,0.0,59.0
5327,Existing,Redwood City Caltrain,Mountain View Caltrain,12,1,22.0,22,22,60,29.5,0.0,59.0
5328,Existing,Redwood City Caltrain,Mountain View Caltrain,13,1,22.0,22,22,60,29.5,0.0,59.0
5329,Existing,Redwood City Caltrain,Mountain View Caltrain,14,1,22.0,22,22,60,26.033333333333335,0.0,51.0
5330,Existing,Redwood City Caltrain,Mountain View Caltrain,15,2,22.5,22,23,60,13.933333333333334,0.0,28.0
5331,Existing,Redwood City Caltrain,Mountain View Caltrain,16,1,22.0,22,22,60,36.333333333333336,0.0,69.0
5332,Existing,Redwood City Caltrain,Mountain View Caltrain,17,2,18.0,14,22,60,23.316666666666666,0.0,52.0
5333,Existing,Redwood City Caltrain,Mountain View Caltrain,18,2,18.0,14,22,60,23.316666666666666,0.0,52.0
5334,Existing,Redwood City Caltrain,Mountain View Caltrain,19,2,18.5,15,22,60,21.316666666666666,0.0,47.0
5335,Existing,Redwood City Caltrain,Mountain View Caltrain,20,1,21.0,21,21,60,29.5,0.0,59.0
5336,Existing,Redwood City Caltrain,Mountain View Caltrain,21,1,21.0,21,21,60,29.5,0.0,59.0
5337,Existing,Redwood City Caltrain,Mountain View Caltrain,22,1,21.0,21,21,60,29.5,0.0,59.0
5338,Existing,Redwood City Caltrain,Mountain View Caltrain,23,1,21.0,21,21,60,51.1,0.0,95.0
5339,Existing,Redwood City Caltrain,Mountain View Caltrain,24,1,21.0,21,21,60,29.5,0.0,59.0
5340,Existing,Redwood City Caltrain,Palo Alto Caltrain,5,1,10.0,10,10,60,21.7,0.0,41.0
5341,Existing,Redwood City Caltrain,Palo Alto Caltrain,6,2,9.5,9,10,60,12.266666666666667,0.0,28.0
5342,Existing,Redwood City Caltrain,Palo Alto Caltrain,7,4,8.5,6,10,60,11.65,0.0,34.0
5343,Existing,Redwood City Caltrain,Palo Alto Caltrain,8,4,8.5,6,10,60,11.65,0.0,34.0
5344,Existing,Redwood City Caltrain,Palo Alto Caltrain,9,4,9.25,8,10,60,11.85,0.0,33.0
5345,Existing,Redwood City Caltrain,Palo Alto Caltrain,10,2,9.0,9,9,60,18.233333333333334,0.0,59.0
5346,Existing,Redwood City Caltrain,Palo Alto Caltrain,11,1,9.0,9,9,60,29.5,0.0,59.0
5347,Existing,Redwood City Caltrain,Palo Alto Caltrain,12,1,9.0,9,9,60,29.5,0.0,59.0
5348,Existing,Redwood City Caltrain,Palo Alto Caltrain,13,1,9.0,9,9,60,29.5,0.0,59.0
5349,Existing,Redwood City Caltrain,Palo Alto Caltrain,14,1,9.0,9,9,60,26.033333333333335,0.0,51.0
5350,Existing,Redwood City Caltrain,Palo Alto Caltrain,15,2,9.5,9,10,60,13.933333333333334,0.0,28.0
5351,Existing,Redwood City Caltrain,Palo Alto Caltrain,16,1,10.0,10,10,60,24.033333333333335,0.0,51.0
5352,Existing,Redwood City Caltrain,Palo Alto Caltrain,17,2,8.5,7,10,60,14.916666666666666,0.0,34.0
5353,Existing,Redwood City Caltrain,Palo Alto Caltrain,18,2,8.5,7,10,60,14.916666666666666,0.0,34.0
5354,Existing,Redwood City Caltrain,Palo Alto Caltrain,19,2,8.5,7,10,60,20.116666666666667,0.0,47.0
5355,Existing,Redwood City Caltrain,Palo Alto Caltrain,20,1,9.0,9,9,60,29.5,0.0,59.0
5356,Existing,Redwood City Caltrain,Palo Alto Caltrain,21,1,9.0,9,9,60,29.5,0.0,59.0
5357,Existing,Redwood City Caltrain,Palo Alto Caltrain,22,1,9.0,9,9,60,29.5,0.0,59.0
5358,Existing,Redwood City Caltrain,Palo Alto Caltrain,23,1,9.0,9,9,60,51.1,0.0,95.0
5359,Existing,Redwood City Caltrain,Palo Alto Caltrain,24,1,9.0,9,9,60,29.5,0.0,59.0
5360,Existing,Redwood City Caltrain,San Antonio Caltrain,5,1,18.0,18,18,60,21.7,0.0,41.0
5361,Existing,Redwood City Caltrain,San Antonio Caltrain,6,1,17.0,17,17,60,35.36666666666667,0.0,67.0
5362,Existing,Redwood City Caltrain,San Antonio Caltrain,7,1,18.0,18,18,60,29.5,0.0,59.0
5363,Existing,Redwood City Caltrain,San Antonio Caltrain,8,1,18.0,18,18,60,29.5,0.0,59.0
5364,Existing,Redwood City Caltrain,San Antonio Caltrain,9,2,17.5,17,18,60,14.833333333333334,0.0,33.0
5365,Existing,Redwood City Caltrain,San Antonio Caltrain,10,2,17.0,17,17,60,18.233333333333334,0.0,59.0
5366,Existing,Redwood City Caltrain,San Antonio Caltrain,11,1,17.0,17,17,60,29.5,0.0,59.0
5367,Existing,Redwood City Caltrain,San Antonio Caltrain,12,1,17.0,17,17,60,29.5,0.0,59.0
5368,Existing,Redwood City Caltrain,San Antonio Caltrain,13,1,17.0,17,17,60,29.5,0.0,59.0
5369,Existing,Redwood City Caltrain,San Antonio Caltrain,14,1,17.0,17,17,60,26.033333333333335,0.0,51.0
5370,Existing,Redwood City Caltrain,San Antonio Caltrain,15,2,17.5,17,18,60,13.933333333333334,0.0,28.0
5371,Existing,Redwood City Caltrain,San Antonio Caltrain,16,1,18.0,18,18,60,41.11666666666667,0.0,76.0
5372,Existing,Redwood City Caltrain,San Antonio Caltrain,17,1,17.0,17,17,60,29.5,0.0,59.0
5373,Existing,Redwood City Caltrain,San Antonio Caltrain,18,1,17.0,17,17,60,29.5,0.0,59.0
5374,Existing,Redwood City Caltrain,San Antonio Caltrain,19,1,17.0,17,17,60,24.7,0.0,47.0
5375,Existing,Redwood City Caltrain,San Antonio Caltrain,20,1,16.0,16,16,60,29.5,0.0,59.0
5376,Existing,Redwood City Caltrain,San Antonio Caltrain,21,1,16.0,16,16,60,29.5,0.0,59.0
5377,Existing,Redwood City Caltrain,San Antonio Caltrain,22,1,16.0,16,16,60,29.5,0.0,59.0
5378,Existing,Redwood City Caltrain,San Antonio Caltrain,23,1,16.0,16,16,60,51.1,0.0,95.0
5379,Existing,Redwood City Caltrain,San Antonio Caltrain,24,1,16.0,16,16,60,29.5,0.0,59.0
5380,Existing,Redwood City Caltrain,San Bruno Caltrain,5,2,31.5,31,32,60,27.016666666666666,0.0,74.0
5381,Existing,Redwood City Caltrain,San Bruno Caltrain,6,1,31.0,31,31,60,29.5,0.0,59.0
5382,Existing,Redwood City Caltrain,San Bruno Caltrain,8,2,31.0,31,31,60,25.65,0.0,54.0
5383,Existing,Redwood City Caltrain,San Bruno Caltrain,9,2,30.0,29,31,60,14.916666666666666,0.0,34.0
5384,Existing,Redwood City Caltrain,San Bruno Caltrain,10,2,30.0,30,30,60,16.85,0.0,59.0
5385,Existing,Redwood City Caltrain,San Bruno Caltrain,11,1,30.0,30,30,60,29.5,0.0,59.0
5386,Existing,Redwood City Caltrain,San Bruno Caltrain,12,1,30.0,30,30,60,29.5,0.0,59.0
5387,Existing,Redwood City Caltrain,San Bruno Caltrain,13,1,30.0,30,30,60,29.5,0.0,59.0
5388,Existing,Redwood City Caltrain,San Bruno Caltrain,14,1,32.0,32,32,60,26.166666666666668,0.0,55.0
5389,Existing,Redwood City Caltrain,San Bruno Caltrain,15,2,32.0,32,32,60,23.9,0.0,52.0
5390,Existing,Redwood City Caltrain,San Bruno Caltrain,16,1,30.0,30,30,60,28.866666666666667,0.0,57.0
5391,Existing,Redwood City Caltrain,San Bruno Caltrain,17,1,30.0,30,30,60,29.5,0.0,59.0
5392,Existing,Redwood City Caltrain,San Bruno Caltrain,18,1,30.0,30,30,60,33.35,0.0,70.0
5393,Existing,Redwood City Caltrain,San Bruno Caltrain,19,1,31.0,31,31,60,25.833333333333332,0.0,49.0
5394,Existing,Redwood City Caltrain,San Bruno Caltrain,20,1,30.0,30,30,60,29.5,0.0,59.0
5395,Existing,Redwood City Caltrain,San Bruno Caltrain,21,1,30.0,30,30,60,29.5,0.0,59.0
5396,Existing,Redwood City Caltrain,San Bruno Caltrain,22,1,30.0,30,30,60,22.033333333333335,0.0,45.0
5397,Existing,Redwood City Caltrain,San Bruno Caltrain,23,1,29.0,29,29,14,6.5,0.0,13.0
5398,Existing,Redwood City Caltrain,San Carlos Caltrain,5,2,5.0,5,5,60,27.016666666666666,0.0,74.0
5399,Existing,Redwood City Caltrain,San Carlos Caltrain,6,1,5.0,5,5,60,29.5,0.0,59.0
5400,Existing,Redwood City Caltrain,San Carlos Caltrain,8,2,5.0,5,5,60,25.65,0.0,54.0
5401,Existing,Redwood City Caltrain,San Carlos Caltrain,9,2,4.0,4,4,60,14.916666666666666,0.0,34.0
5402,Existing,Redwood City Caltrain,San Carlos Caltrain,10,2,4.5,4,5,60,16.85,0.0,59.0
5403,Existing,Redwood City Caltrain,San Carlos Caltrain,11,1,4.0,4,4,60,29.5,0.0,59.0
5404,Existing,Redwood City Caltrain,San Carlos Caltrain,12,1,4.0,4,4,60,29.5,0.0,59.0
5405,Existing,Redwood City Caltrain,San Carlos Caltrain,13,1,4.0,4,4,60,29.5,0.0,59.0
5406,Existing,Redwood City Caltrain,San Carlos Caltrain,14,1,4.0,4,4,60,26.166666666666668,0.0,55.0
5407,Existing,Redwood City Caltrain,San Carlos Caltrain,15,2,4.5,4,5,60,23.633333333333333,0.0,52.0
5408,Existing,Redwood City Caltrain,San Carlos Caltrain,16,2,4.5,4,5,60,19.35,0.0,48.0
5409,Existing,Redwood City Caltrain,San Carlos Caltrain,17,2,4.0,4,4,60,21.85,0.0,50.0
5410,Existing,Redwood City Caltrain,San Carlos Caltrain,18,2,4.0,4,4,60,19.4,0.0,43.0
5411,Existing,Redwood City Caltrain,San Carlos Caltrain,19,2,4.0,4,4,60,15.483333333333333,0.0,37.0
5412,Existing,Redwood City Caltrain,San Carlos Caltrain,20,1,4.0,4,4,60,29.5,0.0,59.0
5413,Existing,Redwood City Caltrain,San Carlos Caltrain,21,1,4.0,4,4,60,29.5,0.0,59.0
5414,Existing,Redwood City Caltrain,San Carlos Caltrain,22,1,4.0,4,4,60,22.033333333333335,0.0,45.0
5415,Existing,Redwood City Caltrain,San Carlos Caltrain,23,1,4.0,4,4,14,6.5,0.0,13.0
5416,Existing,Redwood City Caltrain,San Francisco Caltrain,5,2,53.5,53,54,60,20.516666666666666,0.0,48.0
5417,Existing,Redwood City Caltrain,San Francisco Caltrain,6,3,43.666666666666664,36,58,60,11.966666666666667,0.0,33.0
5418,Existing,Redwood City Caltrain,San Francisco Caltrain,7,2,37.5,37,38,60,13.3,0.0,35.0
5419,Existing,Redwood City Caltrain,San Francisco Caltrain,8,4,47.25,38,58,60,11.95,0.0,32.0
5420,Existing,Redwood City Caltrain,San Francisco Caltrain,9,2,50.0,45,55,60,14.916666666666666,0.0,34.0
5421,Existing,Redwood City Caltrain,San Francisco Caltrain,10,2,50.0,47,53,60,16.85,0.0,59.0
5422,Existing,Redwood City Caltrain,San Francisco Caltrain,11,1,53.0,53,53,60,29.5,0.0,59.0
5423,Existing,Redwood City Caltrain,San Francisco Caltrain,12,1,53.0,53,53,60,29.5,0.0,59.0
5424,Existing,Redwood City Caltrain,San Francisco Caltrain,13,1,53.0,53,53,60,29.5,0.0,59.0
5425,Existing,Redwood City Caltrain,San Francisco Caltrain,14,1,57.0,57,57,60,26.166666666666668,0.0,55.0
5426,Existing,Redwood City Caltrain,San Francisco Caltrain,15,2,53.5,52,55,60,23.633333333333333,0.0,52.0
5427,Existing,Redwood City Caltrain,San Francisco Caltrain,16,3,44.666666666666664,38,58,60,9.783333333333333,0.0,24.0
5428,Existing,Redwood City Caltrain,San Francisco Caltrain,17,4,43.0,37,57,60,7.75,0.0,21.0
5429,Existing,Redwood City Caltrain,San Francisco Caltrain,18,4,43.0,37,57,60,8.95,0.0,30.0
5430,Existing,Redwood City Caltrain,San Francisco Caltrain,19,2,47.5,42,53,60,15.483333333333333,0.0,37.0
5431,Existing,Redwood City Caltrain,San Francisco Caltrain,20,1,53.0,53,53,60,29.5,0.0,59.0
5432,Existing,Redwood City Caltrain,San Francisco Caltrain,21,1,53.0,53,53,60,29.5,0.0,59.0
5433,Existing,Redwood City Caltrain,San Francisco Caltrain,22,1,53.0,53,53,60,22.033333333333335,0.0,45.0
5434,Existing,Redwood City Caltrain,San Francisco Caltrain,23,1,52.0,52,52,14,6.5,0.0,13.0
