TOD,Scenario,Station_Name,Ridership_Number,count_journey_time,per_train,lat,lon
am,Ridership_2040_high,Belmont,14110,40,352.75,37.52120335901958,-122.27624353516848
am,Ridership_2040_high,Blossom Hill,455,45,10.11111111111111,37.252451211010396,-121.79772696072882
am,Ridership_2040_high,Broadway,12040,40,301.0,37.58728824070041,-122.36206316363042
am,Ridership_2040_high,Burlingame,11895,40,297.375,37.579784239598354,-122.34406869702896
am,Ridership_2040_high,California Ave,8867,58,152.8793103448276,37.428924920324114,-122.14130909428673
am,Ridership_2040_high,Capitol,605,45,13.444444444444445,37.28400149341915,-121.84184124217718
am,Ridership_2040_high,Gilroy,111,45,2.466666666666667,37.004510163602646,-121.56675298501878
am,Ridership_2040_high,Hayward Park,13641,40,341.025,37.5529445877276,-122.30942618742424
am,Ridership_2040_high,Hillsdale,15436,40,385.9,37.54157217114981,-122.30068921820495
am,Ridership_2040_high,Lawrence,5053,59,85.64406779661017,37.37054208586365,-121.99678611573393
am,Ridership_2040_high,Menlo Park,13811,57,242.2982456140351,37.45481747441266,-122.18234505381756
am,Ridership_2040_high,Millbrae,13010,58,224.31034482758622,37.60005813774365,-122.38716357110485
am,Ridership_2040_high,Morgan Hill,234,45,5.2,37.12973319634205,-121.650645664784
am,Ridership_2040_high,Mountain View,9381,59,159.0,37.39445754646227,-122.07593286878692
am,Ridership_2040_high,Palo Alto,14737,58,254.08620689655172,37.44319218110702,-122.16441235036379
am,Ridership_2040_high,Redwood City,15825,57,277.63157894736844,37.48575969310709,-122.23136195740514
am,Ridership_2040_high,San Antonio,8818,58,152.0344827586207,37.407509282199506,-122.10751724793137
am,Ridership_2040_high,San Bruno,11812,58,203.6551724137931,37.630742889729746,-122.41180196248293
am,Ridership_2040_high,San Carlos,14699,40,367.475,37.50812619416385,-122.26029797578131
am,Ridership_2040_high,San Jose Diridon,4231,59,71.71186440677967,37.32973433784033,-121.90337965869688
am,Ridership_2040_high,San Mateo,13198,40,329.95,37.5681603459612,-122.32391967532075
am,Ridership_2040_high,Santa Clara,4266,59,72.30508474576271,37.353207282614996,-121.93549376712492
am,Ridership_2040_high,South San Francisco,12808,58,220.82758620689654,37.65434311314393,-122.40632367452082
am,Ridership_2040_high,Sunnyvale,6320,59,107.11864406779661,37.37884425148521,-122.03140710781794
am,Ridership_2040_high,Tamien,1434,59,24.305084745762713,37.31274326682811,-121.88475697613043
am,Ridership_2040_high,Transbay,3998,58,68.93103448275862,37.789051867125714,-122.39702424974188
am,Ridership_2040_moderate,22nd St,11246,48,234.29166666666666,37.757576360740146,-122.39241209707016
am,Ridership_2040_moderate,4th and King,9374,48,195.29166666666666,37.77673761681249,-122.39494716886722
am,Ridership_2040_moderate,Atherton,10269,40,256.725,37.46447556254199,-122.19767440578178
am,Ridership_2040_moderate,Bayshore,11407,48,237.64583333333334,37.707716194010786,-122.40181692100869
am,Ridership_2040_moderate,Belmont,10765,40,269.125,37.52120335901958,-122.27624353516848
am,Ridership_2040_moderate,Blossom Hill,382,45,8.488888888888889,37.252451211010396,-121.79772696072882
am,Ridership_2040_moderate,Broadway,11036,40,275.9,37.58728824070041,-122.36206316363042
am,Ridership_2040_moderate,Burlingame,10930,40,273.25,37.579784239598354,-122.34406869702896
am,Ridership_2040_moderate,California Ave,6635,40,165.875,37.428924920324114,-122.14130909428673
am,Ridership_2040_moderate,Capitol,497,45,11.044444444444444,37.28400149341915,-121.84184124217718
am,Ridership_2040_moderate,Gilroy,99,45,2.2,37.004510163602646,-121.56675298501878
am,Ridership_2040_moderate,Hayward Park,10568,40,264.2,37.5529445877276,-122.30942618742424
am,Ridership_2040_moderate,Hillsdale,11945,40,298.625,37.54157217114981,-122.30068921820495
am,Ridership_2040_moderate,Lawrence,3222,40,80.55,37.37054208586365,-121.99678611573393
am,Ridership_2040_moderate,Menlo Park,10403,40,260.075,37.45481747441266,-122.18234505381756
am,Ridership_2040_moderate,Millbrae,12017,48,250.35416666666666,37.60005813774365,-122.38716357110485
am,Ridership_2040_moderate,Morgan Hill,195,45,4.333333333333333,37.12973319634205,-121.650645664784
am,Ridership_2040_moderate,Mountain View,6686,40,167.15,37.39445754646227,-122.07593286878692
am,Ridership_2040_moderate,Palo Alto,11196,40,279.9,37.44319218110702,-122.16441235036379
am,Ridership_2040_moderate,Redwood City,11845,40,296.125,37.48575969310709,-122.23136195740514
am,Ridership_2040_moderate,San Antonio,6297,40,157.425,37.407509282199506,-122.10751724793137
am,Ridership_2040_moderate,San Bruno,10946,48,228.04166666666666,37.630742889729746,-122.41180196248293
am,Ridership_2040_moderate,San Carlos,10587,40,264.675,37.50812619416385,-122.26029797578131
am,Ridership_2040_moderate,San Jose Diridon,2983,45,66.28888888888889,37.32973433784033,-121.90337965869688
am,Ridership_2040_moderate,San Mateo,10827,40,270.675,37.5681603459612,-122.32391967532075
am,Ridership_2040_moderate,Santa Clara,3084,40,77.1,37.353207282614996,-121.93549376712492
am,Ridership_2040_moderate,South San Francisco,11946,48,248.875,37.65434311314393,-122.40632367452082
am,Ridership_2040_moderate,Sunnyvale,4018,40,100.45,37.37884425148521,-122.03140710781794
am,Ridership_2040_moderate,Tamien,958,45,21.288888888888888,37.31274326682811,-121.88475697613043
am,Ridership_2040_moderate,Transbay,4520,48,94.16666666666667,37.789051867125714,-122.39702424974188
ea,Ridership_2017_observed,Bayshore,6,2,3.0,37.707716194010786,-122.40181692100869
ea,Ridership_2017_observed,Belmont,69,2,34.5,37.52120335901958,-122.27624353516848
ea,Ridership_2017_observed,Burlingame,40,2,20.0,37.579784239598354,-122.34406869702896
ea,Ridership_2017_observed,California Ave,54,2,27.0,37.428924920324114,-122.14130909428673
ea,Ridership_2017_observed,Hayward Park,63,2,31.5,37.5529445877276,-122.30942618742424
ea,Ridership_2017_observed,Hillsdale,67,2,33.5,37.54157217114981,-122.30068921820495
ea,Ridership_2017_observed,Lawrence,32,2,16.0,37.37054208586365,-121.99678611573393
ea,Ridership_2017_observed,Menlo Park,63,2,31.5,37.45481747441266,-122.18234505381756
ea,Ridership_2017_observed,Millbrae,17,2,8.5,37.60005813774365,-122.38716357110485
ea,Ridership_2017_observed,Mountain View,51,2,25.5,37.39445754646227,-122.07593286878692
ea,Ridership_2017_observed,Palo Alto,58,2,29.0,37.44319218110702,-122.16441235036379
ea,Ridership_2017_observed,Redwood City,66,2,33.0,37.48575969310709,-122.23136195740514
ea,Ridership_2017_observed,San Antonio,54,2,27.0,37.407509282199506,-122.10751724793137
ea,Ridership_2017_observed,San Bruno,13,2,6.5,37.630742889729746,-122.41180196248293
ea,Ridership_2017_observed,San Carlos,69,2,34.5,37.50812619416385,-122.26029797578131
ea,Ridership_2017_observed,San Jose Diridon,22,2,11.0,37.32973433784033,-121.90337965869688
ea,Ridership_2017_observed,San Mateo,59,2,29.5,37.5681603459612,-122.32391967532075
ea,Ridership_2017_observed,Santa Clara,30,2,15.0,37.353207282614996,-121.93549376712492
ea,Ridership_2017_observed,South San Francisco,11,2,5.5,37.65434311314393,-122.40632367452082
ea,Ridership_2017_observed,Sunnyvale,39,2,19.5,37.37884425148521,-122.03140710781794
ea,Ridership_2017_observed,Tamien,0,1,0.0,37.31274326682811,-121.88475697613043
ea,Ridership_2040_HSR2,22nd St,86,10,8.6,37.757576360740146,-122.39241209707016
ea,Ridership_2040_HSR2,4th and King,68,10,6.8,37.77673761681249,-122.39494716886722
ea,Ridership_2040_HSR2,Atherton,154,10,15.4,37.46447556254199,-122.19767440578178
ea,Ridership_2040_HSR2,Bayshore,90,10,9.0,37.707716194010786,-122.40181692100869
ea,Ridership_2040_HSR2,Belmont,163,10,16.3,37.52120335901958,-122.27624353516848
ea,Ridership_2040_HSR2,Blossom Hill,0,4,0.0,37.252451211010396,-121.79772696072882
ea,Ridership_2040_HSR2,Broadway,125,10,12.5,37.58728824070041,-122.36206316363042
ea,Ridership_2040_HSR2,Burlingame,132,10,13.2,37.579784239598354,-122.34406869702896
ea,Ridership_2040_HSR2,California Ave,92,10,9.2,37.428924920324114,-122.14130909428673
ea,Ridership_2040_HSR2,Capitol,0,4,0.0,37.28400149341915,-121.84184124217718
ea,Ridership_2040_HSR2,Gilroy,0,4,0.0,37.004510163602646,-121.56675298501878
ea,Ridership_2040_HSR2,Hayward Park,152,10,15.2,37.5529445877276,-122.30942618742424
ea,Ridership_2040_HSR2,Hillsdale,167,10,16.7,37.54157217114981,-122.30068921820495
ea,Ridership_2040_HSR2,Lawrence,44,10,4.4,37.37054208586365,-121.99678611573393
ea,Ridership_2040_HSR2,Menlo Park,154,10,15.4,37.45481747441266,-122.18234505381756
ea,Ridership_2040_HSR2,Millbrae,123,10,12.3,37.60005813774365,-122.38716357110485
ea,Ridership_2040_HSR2,Morgan Hill,0,4,0.0,37.12973319634205,-121.650645664784
ea,Ridership_2040_HSR2,Mountain View,80,10,8.0,37.39445754646227,-122.07593286878692
ea,Ridership_2040_HSR2,Palo Alto,147,10,14.7,37.44319218110702,-122.16441235036379
ea,Ridership_2040_HSR2,Redwood City,173,10,17.3,37.48575969310709,-122.23136195740514
ea,Ridership_2040_HSR2,San Antonio,80,10,8.0,37.407509282199506,-122.10751724793137
ea,Ridership_2040_HSR2,San Bruno,102,10,10.2,37.630742889729746,-122.41180196248293
ea,Ridership_2040_HSR2,San Carlos,161,10,16.1,37.50812619416385,-122.26029797578131
ea,Ridership_2040_HSR2,San Jose Diridon,30,10,3.0,37.32973433784033,-121.90337965869688
ea,Ridership_2040_HSR2,San Mateo,142,10,14.2,37.5681603459612,-122.32391967532075
ea,Ridership_2040_HSR2,Santa Clara,34,10,3.4,37.353207282614996,-121.93549376712492
ea,Ridership_2040_HSR2,South San Francisco,92,10,9.2,37.65434311314393,-122.40632367452082
ea,Ridership_2040_HSR2,Sunnyvale,61,10,6.1,37.37884425148521,-122.03140710781794
ea,Ridership_2040_HSR2,Tamien,4,6,0.6666666666666666,37.31274326682811,-121.88475697613043
ea,Ridership_2040_HSR2,Transbay,40,10,4.0,37.789051867125714,-122.39702424974188
ea,Ridership_2040_high,22nd St,114,12,9.5,37.757576360740146,-122.39241209707016
ea,Ridership_2040_high,4th and King,101,12,8.416666666666666,37.77673761681249,-122.39494716886722
ea,Ridership_2040_high,Atherton,142,8,17.75,37.46447556254199,-122.19767440578178
ea,Ridership_2040_high,Bayshore,112,12,9.333333333333334,37.707716194010786,-122.40181692100869
ea,Ridership_2040_high,Belmont,144,8,18.0,37.52120335901958,-122.27624353516848
ea,Ridership_2040_high,Blossom Hill,2,6,0.3333333333333333,37.252451211010396,-121.79772696072882
ea,Ridership_2040_high,Burlingame,126,9,14.0,37.579784239598354,-122.34406869702896
ea,Ridership_2040_high,California Ave,116,8,14.5,37.428924920324114,-122.14130909428673
ea,Ridership_2040_high,Capitol,2,6,0.3333333333333333,37.28400149341915,-121.84184124217718
ea,Ridership_2040_high,Gilroy,0,6,0.0,37.004510163602646,-121.56675298501878
ea,Ridership_2040_high,Hayward Park,145,9,16.11111111111111,37.5529445877276,-122.30942618742424
ea,Ridership_2040_high,Hillsdale,159,9,17.666666666666668,37.54157217114981,-122.30068921820495
ea,Ridership_2040_high,Lawrence,85,8,10.625,37.37054208586365,-121.99678611573393
ea,Ridership_2040_high,Menlo Park,152,8,19.0,37.45481747441266,-122.18234505381756
ea,Ridership_2040_high,Millbrae,140,12,11.666666666666666,37.60005813774365,-122.38716357110485
ea,Ridership_2040_high,Morgan Hill,0,6,0.0,37.12973319634205,-121.650645664784
ea,Ridership_2040_high,Mountain View,124,8,15.5,37.39445754646227,-122.07593286878692
ea,Ridership_2040_high,Palo Alto,174,8,21.75,37.44319218110702,-122.16441235036379
ea,Ridership_2040_high,Redwood City,160,8,20.0,37.48575969310709,-122.23136195740514
ea,Ridership_2040_high,San Antonio,114,8,14.25,37.407509282199506,-122.10751724793137
ea,Ridership_2040_high,San Bruno,121,12,10.083333333333334,37.630742889729746,-122.41180196248293
ea,Ridership_2040_high,San Carlos,145,8,18.125,37.50812619416385,-122.26029797578131
ea,Ridership_2040_high,San Jose Diridon,74,8,9.25,37.32973433784033,-121.90337965869688
ea,Ridership_2040_high,San Mateo,138,9,15.333333333333334,37.5681603459612,-122.32391967532075
ea,Ridership_2040_high,Santa Clara,77,8,9.625,37.353207282614996,-121.93549376712492
ea,Ridership_2040_high,South San Francisco,122,12,10.166666666666666,37.65434311314393,-122.40632367452082
ea,Ridership_2040_high,Sunnyvale,105,8,13.125,37.37884425148521,-122.03140710781794
ea,Ridership_2040_high,Tamien,20,7,2.857142857142857,37.31274326682811,-121.88475697613043
ea,Ridership_2040_high,Transbay,62,12,5.166666666666667,37.789051867125714,-122.39702424974188
ea,Ridership_2040_moderate,22nd St,105,11,9.545454545454545,37.757576360740146,-122.39241209707016
ea,Ridership_2040_moderate,4th and King,97,11,8.818181818181818,37.77673761681249,-122.39494716886722
ea,Ridership_2040_moderate,Atherton,112,9,12.444444444444445,37.46447556254199,-122.19767440578178
ea,Ridership_2040_moderate,Bayshore,105,11,9.545454545454545,37.707716194010786,-122.40181692100869
ea,Ridership_2040_moderate,Blossom Hill,2,7,0.2857142857142857,37.252451211010396,-121.79772696072882
ea,Ridership_2040_moderate,Broadway,111,9,12.333333333333334,37.58728824070041,-122.36206316363042
ea,Ridership_2040_moderate,Burlingame,110,9,12.222222222222221,37.579784239598354,-122.34406869702896
ea,Ridership_2040_moderate,California Ave,84,9,9.333333333333334,37.428924920324114,-122.14130909428673
ea,Ridership_2040_moderate,Capitol,2,7,0.2857142857142857,37.28400149341915,-121.84184124217718
ea,Ridership_2040_moderate,Gilroy,0,7,0.0,37.004510163602646,-121.56675298501878
ea,Ridership_2040_moderate,Hayward Park,112,9,12.444444444444445,37.5529445877276,-122.30942618742424
ea,Ridership_2040_moderate,Hillsdale,127,9,14.11111111111111,37.54157217114981,-122.30068921820495
ea,Ridership_2040_moderate,Lawrence,51,9,5.666666666666667,37.37054208586365,-121.99678611573393
ea,Ridership_2040_moderate,Menlo Park,112,9,12.444444444444445,37.45481747441266,-122.18234505381756
ea,Ridership_2040_moderate,Millbrae,123,11,11.181818181818182,37.60005813774365,-122.38716357110485
ea,Ridership_2040_moderate,Morgan Hill,0,7,0.0,37.12973319634205,-121.650645664784
ea,Ridership_2040_moderate,Mountain View,87,9,9.666666666666666,37.39445754646227,-122.07593286878692
ea,Ridership_2040_moderate,Palo Alto,135,9,15.0,37.44319218110702,-122.16441235036379
ea,Ridership_2040_moderate,Redwood City,120,9,13.333333333333334,37.48575969310709,-122.23136195740514
ea,Ridership_2040_moderate,San Antonio,81,9,9.0,37.407509282199506,-122.10751724793137
ea,Ridership_2040_moderate,San Bruno,109,11,9.909090909090908,37.630742889729746,-122.41180196248293
ea,Ridership_2040_moderate,San Jose Diridon,46,9,5.111111111111111,37.32973433784033,-121.90337965869688
ea,Ridership_2040_moderate,San Mateo,110,9,12.222222222222221,37.5681603459612,-122.32391967532075
ea,Ridership_2040_moderate,Santa Clara,49,9,5.444444444444445,37.353207282614996,-121.93549376712492
ea,Ridership_2040_moderate,South San Francisco,112,11,10.181818181818182,37.65434311314393,-122.40632367452082
ea,Ridership_2040_moderate,Sunnyvale,68,9,7.555555555555555,37.37884425148521,-122.03140710781794
ea,Ridership_2040_moderate,Tamien,7,7,1.0,37.31274326682811,-121.88475697613043
ea,Ridership_2040_moderate,Transbay,61,11,5.545454545454546,37.789051867125714,-122.39702424974188
ev,Ridership_2017_observed,Bayshore,11,4,2.75,37.707716194010786,-122.40181692100869
ev,Ridership_2017_observed,Belmont,349,5,69.8,37.52120335901958,-122.27624353516848
ev,Ridership_2017_observed,Burlingame,228,5,45.6,37.579784239598354,-122.34406869702896
ev,Ridership_2017_observed,California Ave,380,5,76.0,37.428924920324114,-122.14130909428673
ev,Ridership_2017_observed,Hayward Park,295,5,59.0,37.5529445877276,-122.30942618742424
ev,Ridership_2017_observed,Hillsdale,341,5,68.2,37.54157217114981,-122.30068921820495
ev,Ridership_2017_observed,Lawrence,249,6,41.5,37.37054208586365,-121.99678611573393
ev,Ridership_2017_observed,Menlo Park,343,5,68.6,37.45481747441266,-122.18234505381756
ev,Ridership_2017_observed,Millbrae,224,4,56.0,37.60005813774365,-122.38716357110485
ev,Ridership_2017_observed,Mountain View,395,5,79.0,37.39445754646227,-122.07593286878692
ev,Ridership_2017_observed,Palo Alto,420,5,84.0,37.44319218110702,-122.16441235036379
ev,Ridership_2017_observed,Redwood City,352,5,70.4,37.48575969310709,-122.23136195740514
ev,Ridership_2017_observed,San Antonio,383,5,76.6,37.407509282199506,-122.10751724793137
ev,Ridership_2017_observed,San Bruno,53,4,13.25,37.630742889729746,-122.41180196248293
ev,Ridership_2017_observed,San Carlos,320,5,64.0,37.50812619416385,-122.26029797578131
ev,Ridership_2017_observed,San Jose Diridon,191,6,31.833333333333332,37.32973433784033,-121.90337965869688
ev,Ridership_2017_observed,San Mateo,282,5,56.4,37.5681603459612,-122.32391967532075
ev,Ridership_2017_observed,Santa Clara,233,6,38.833333333333336,37.353207282614996,-121.93549376712492
ev,Ridership_2017_observed,South San Francisco,39,4,9.75,37.65434311314393,-122.40632367452082
ev,Ridership_2017_observed,Sunnyvale,337,6,56.166666666666664,37.37884425148521,-122.03140710781794
ev,Ridership_2017_observed,Tamien,20,3,6.666666666666667,37.31274326682811,-121.88475697613043
ev,Ridership_2040_HSR2,22nd St,4436,20,221.8,37.757576360740146,-122.39241209707016
ev,Ridership_2040_HSR2,4th and King,4067,20,203.35,37.77673761681249,-122.39494716886722
ev,Ridership_2040_HSR2,Atherton,3015,20,150.75,37.46447556254199,-122.19767440578178
ev,Ridership_2040_HSR2,Bayshore,4361,20,218.05,37.707716194010786,-122.40181692100869
ev,Ridership_2040_HSR2,Belmont,3358,20,167.9,37.52120335901958,-122.27624353516848
ev,Ridership_2040_HSR2,Blossom Hill,0,14,0.0,37.252451211010396,-121.79772696072882
ev,Ridership_2040_HSR2,Broadway,4084,20,204.2,37.58728824070041,-122.36206316363042
ev,Ridership_2040_HSR2,Burlingame,4025,20,201.25,37.579784239598354,-122.34406869702896
ev,Ridership_2040_HSR2,California Ave,2618,20,130.9,37.428924920324114,-122.14130909428673
ev,Ridership_2040_HSR2,Capitol,0,14,0.0,37.28400149341915,-121.84184124217718
ev,Ridership_2040_HSR2,Gilroy,0,14,0.0,37.004510163602646,-121.56675298501878
ev,Ridership_2040_HSR2,Hayward Park,3800,20,190.0,37.5529445877276,-122.30942618742424
ev,Ridership_2040_HSR2,Hillsdale,3808,20,190.4,37.54157217114981,-122.30068921820495
ev,Ridership_2040_HSR2,Lawrence,1379,20,68.95,37.37054208586365,-121.99678611573393
ev,Ridership_2040_HSR2,Menlo Park,3001,20,150.05,37.45481747441266,-122.18234505381756
ev,Ridership_2040_HSR2,Millbrae,4313,20,215.65,37.60005813774365,-122.38716357110485
ev,Ridership_2040_HSR2,Morgan Hill,0,14,0.0,37.12973319634205,-121.650645664784
ev,Ridership_2040_HSR2,Mountain View,2425,20,121.25,37.39445754646227,-122.07593286878692
ev,Ridership_2040_HSR2,Palo Alto,3271,20,163.55,37.44319218110702,-122.16441235036379
ev,Ridership_2040_HSR2,Redwood City,3394,20,169.7,37.48575969310709,-122.23136195740514
ev,Ridership_2040_HSR2,San Antonio,2482,20,124.1,37.407509282199506,-122.10751724793137
ev,Ridership_2040_HSR2,San Bruno,4102,20,205.1,37.630742889729746,-122.41180196248293
ev,Ridership_2040_HSR2,San Carlos,3305,20,165.25,37.50812619416385,-122.26029797578131
ev,Ridership_2040_HSR2,San Jose Diridon,1001,20,50.05,37.32973433784033,-121.90337965869688
ev,Ridership_2040_HSR2,San Mateo,4017,20,200.85,37.5681603459612,-122.32391967532075
ev,Ridership_2040_HSR2,Santa Clara,1074,20,53.7,37.353207282614996,-121.93549376712492
ev,Ridership_2040_HSR2,South San Francisco,4223,20,211.15,37.65434311314393,-122.40632367452082
ev,Ridership_2040_HSR2,Sunnyvale,1867,20,93.35,37.37884425148521,-122.03140710781794
ev,Ridership_2040_HSR2,Tamien,226,20,11.3,37.31274326682811,-121.88475697613043
ev,Ridership_2040_HSR2,Transbay,2110,20,105.5,37.789051867125714,-122.39702424974188
ev,Ridership_2040_high,22nd St,6833,42,162.6904761904762,37.757576360740146,-122.39241209707016
ev,Ridership_2040_high,4th and King,6559,42,156.16666666666666,37.77673761681249,-122.39494716886722
ev,Ridership_2040_high,Atherton,4334,35,123.82857142857142,37.46447556254199,-122.19767440578178
ev,Ridership_2040_high,Bayshore,6044,42,143.9047619047619,37.707716194010786,-122.40181692100869
ev,Ridership_2040_high,Belmont,4682,32,146.3125,37.52120335901958,-122.27624353516848
ev,Ridership_2040_high,Blossom Hill,386,38,10.157894736842104,37.252451211010396,-121.79772696072882
ev,Ridership_2040_high,Broadway,5351,32,167.21875,37.58728824070041,-122.36206316363042
ev,Ridership_2040_high,Burlingame,5294,32,165.4375,37.579784239598354,-122.34406869702896
ev,Ridership_2040_high,California Ave,3265,36,90.69444444444444,37.428924920324114,-122.14130909428673
ev,Ridership_2040_high,Capitol,574,38,15.105263157894736,37.28400149341915,-121.84184124217718
ev,Ridership_2040_high,Gilroy,77,38,2.026315789473684,37.004510163602646,-121.56675298501878
ev,Ridership_2040_high,Hayward Park,5179,32,161.84375,37.5529445877276,-122.30942618742424
ev,Ridership_2040_high,Hillsdale,5307,32,165.84375,37.54157217114981,-122.30068921820495
ev,Ridership_2040_high,Lawrence,1922,35,54.91428571428571,37.37054208586365,-121.99678611573393
ev,Ridership_2040_high,Menlo Park,4348,35,124.22857142857143,37.45481747441266,-122.18234505381756
ev,Ridership_2040_high,Millbrae,5756,42,137.04761904761904,37.60005813774365,-122.38716357110485
ev,Ridership_2040_high,Morgan Hill,166,38,4.368421052631579,37.12973319634205,-121.650645664784
ev,Ridership_2040_high,Mountain View,3479,37,94.02702702702703,37.39445754646227,-122.07593286878692
ev,Ridership_2040_high,Palo Alto,4725,36,131.25,37.44319218110702,-122.16441235036379
ev,Ridership_2040_high,Redwood City,4911,35,140.31428571428572,37.48575969310709,-122.23136195740514
ev,Ridership_2040_high,San Antonio,3264,36,90.66666666666667,37.407509282199506,-122.10751724793137
