departure_hour,Scenario,Station_Name,Ridership_Number,count_journey_time,Hourly_Ridership_uniform,per_train_uniform,Hourly_Ridership_smoothed,per_train_smoothed,lat,lon
6,Ridership_2017_observed,22nd St,9461,5,1892.2,378.44,946.1,189.22,37.757576360740146,-122.39241209707016
6,Ridership_2017_observed,4th and King,9374,5,1874.8000000000002,374.96000000000004,937.4000000000001,187.48000000000002,37.77673761681249,-122.39494716886722
6,Ridership_2017_observed,Bayshore,9449,5,1889.8000000000002,377.96000000000004,944.9000000000001,188.98000000000002,37.707716194010786,-122.40181692100869
6,Ridership_2017_observed,Belmont,9480,5,1896.0,379.2,948.0,189.6,37.52120335901958,-122.27624353516848
6,Ridership_2017_observed,Blossom Hill,522,2,104.4,52.2,52.2,26.1,37.252451211010396,-121.79772696072882
6,Ridership_2017_observed,Burlingame,10489,5,2097.8,419.56000000000006,1048.9,209.78000000000003,37.579784239598354,-122.34406869702896
6,Ridership_2017_observed,California Ave,9929,5,1985.8000000000002,397.16,992.9000000000001,198.58,37.428924920324114,-122.14130909428673
6,Ridership_2017_observed,Capitol,553,2,110.60000000000001,55.300000000000004,55.300000000000004,27.650000000000002,37.28400149341915,-121.84184124217718
6,Ridership_2017_observed,College Park,4780,5,956.0,191.2,478.0,95.6,37.34287482384451,-121.91566711874347
6,Ridership_2017_observed,Gilroy,173,2,34.6,17.3,17.3,8.65,37.004510163602646,-121.56675298501878
6,Ridership_2017_observed,Hayward Park,10050,5,2010.0,402.0,1005.0,201.0,37.5529445877276,-122.30942618742424
6,Ridership_2017_observed,Hillsdale,10400,5,2080.0,416.0,1040.0,208.0,37.54157217114981,-122.30068921820495
6,Ridership_2017_observed,Lawrence,5561,5,1112.2,222.44,556.1,111.22,37.37054208586365,-121.99678611573393
6,Ridership_2017_observed,Menlo Park,9333,5,1866.6000000000001,373.32000000000005,933.3000000000001,186.66000000000003,37.45481747441266,-122.18234505381756
6,Ridership_2017_observed,Millbrae,10685,5,2137.0,427.4,1068.5,213.7,37.60005813774365,-122.38716357110485
6,Ridership_2017_observed,Morgan Hill,423,2,84.60000000000001,42.300000000000004,42.300000000000004,21.150000000000002,37.12973319634205,-121.650645664784
6,Ridership_2017_observed,Mountain View,9522,5,1904.4,380.88,952.2,190.44,37.39445754646227,-122.07593286878692
6,Ridership_2017_observed,Palo Alto,10651,5,2130.2000000000003,426.0400000000001,1065.1000000000001,213.02000000000004,37.44319218110702,-122.16441235036379
6,Ridership_2017_observed,Redwood City,10368,5,2073.6,414.71999999999997,1036.8,207.35999999999999,37.48575969310709,-122.23136195740514
6,Ridership_2017_observed,San Antonio,9588,5,1917.6000000000001,383.52000000000004,958.8000000000001,191.76000000000002,37.407509282199506,-122.10751724793137
6,Ridership_2017_observed,San Bruno,9707,5,1941.4,388.28000000000003,970.7,194.14000000000001,37.630742889729746,-122.41180196248293
6,Ridership_2017_observed,San Carlos,9626,5,1925.2,385.04,962.6,192.52,37.50812619416385,-122.26029797578131
6,Ridership_2017_observed,San Jose Diridon,4781,5,956.2,191.24,478.1,95.62,37.32973433784033,-121.90337965869688
6,Ridership_2017_observed,San Martin,242,2,48.400000000000006,24.200000000000003,24.200000000000003,12.100000000000001,37.08595316953493,-121.61044251655308
6,Ridership_2017_observed,San Mateo,10582,5,2116.4,423.28000000000003,1058.2,211.64000000000001,37.5681603459612,-122.32391967532075
6,Ridership_2017_observed,Santa Clara,5259,5,1051.8,210.35999999999999,525.9,105.17999999999999,37.353207282614996,-121.93549376712492
6,Ridership_2017_observed,South San Francisco,9631,5,1926.2,385.24,963.1,192.62,37.65434311314393,-122.40632367452082
6,Ridership_2017_observed,Sunnyvale,7885,5,1577.0,315.4,788.5,157.7,37.37884425148521,-122.03140710781794
6,Ridership_2017_observed,Tamien,1689,2,337.8,168.9,168.9,84.45,37.31274326682811,-121.88475697613043
6,Ridership_2040_HSR2,22nd St,25387,10,5077.400000000001,507.74000000000007,2538.7000000000003,253.87000000000003,37.757576360740146,-122.39241209707016
6,Ridership_2040_HSR2,4th and King,24722,10,4944.400000000001,494.44000000000005,2472.2000000000003,247.22000000000003,37.77673761681249,-122.39494716886722
6,Ridership_2040_HSR2,Atherton,21288,10,4257.6,425.76000000000005,2128.8,212.88000000000002,37.46447556254199,-122.19767440578178
6,Ridership_2040_HSR2,Bayshore,26029,10,5205.8,520.58,2602.9,260.29,37.707716194010786,-122.40181692100869
6,Ridership_2040_HSR2,Belmont,23323,10,4664.6,466.46000000000004,2332.3,233.23000000000002,37.52120335901958,-122.27624353516848
6,Ridership_2040_HSR2,Blossom Hill,1032,9,206.4,22.933333333333334,103.2,11.466666666666667,37.252451211010396,-121.79772696072882
6,Ridership_2040_HSR2,Broadway,25968,10,5193.6,519.36,2596.8,259.68,37.58728824070041,-122.36206316363042
6,Ridership_2040_HSR2,Burlingame,25935,10,5187.0,518.7,2593.5,259.35,37.579784239598354,-122.34406869702896
6,Ridership_2040_HSR2,California Ave,21880,10,4376.0,437.6,2188.0,218.8,37.428924920324114,-122.14130909428673
6,Ridership_2040_HSR2,Capitol,1308,9,261.6,29.06666666666667,130.8,14.533333333333335,37.28400149341915,-121.84184124217718
6,Ridership_2040_HSR2,Gilroy,238,9,47.6,5.288888888888889,23.8,2.6444444444444444,37.004510163602646,-121.56675298501878
6,Ridership_2040_HSR2,Hayward Park,25054,10,5010.8,501.08000000000004,2505.4,250.54000000000002,37.5529445877276,-122.30942618742424
6,Ridership_2040_HSR2,Hillsdale,25726,10,5145.200000000001,514.5200000000001,2572.6000000000004,257.26000000000005,37.54157217114981,-122.30068921820495
6,Ridership_2040_HSR2,Lawrence,13570,10,2714.0,271.4,1357.0,135.7,37.37054208586365,-121.99678611573393
6,Ridership_2040_HSR2,Menlo Park,21254,10,4250.8,425.08000000000004,2125.4,212.54000000000002,37.45481747441266,-122.18234505381756
6,Ridership_2040_HSR2,Millbrae,27705,10,5541.0,554.1,2770.5,277.05,37.60005813774365,-122.38716357110485
6,Ridership_2040_HSR2,Morgan Hill,601,9,120.2,13.355555555555556,60.1,6.677777777777778,37.12973319634205,-121.650645664784
6,Ridership_2040_HSR2,Mountain View,21568,10,4313.6,431.36,2156.8,215.68,37.39445754646227,-122.07593286878692
6,Ridership_2040_HSR2,Palo Alto,23876,10,4775.2,477.52,2387.6,238.76,37.44319218110702,-122.16441235036379
6,Ridership_2040_HSR2,Redwood City,23677,10,4735.400000000001,473.5400000000001,2367.7000000000003,236.77000000000004,37.48575969310709,-122.23136195740514
6,Ridership_2040_HSR2,San Antonio,20781,10,4156.2,415.62,2078.1,207.81,37.407509282199506,-122.10751724793137
6,Ridership_2040_HSR2,San Bruno,26048,10,5209.6,520.96,2604.8,260.48,37.630742889729746,-122.41180196248293
6,Ridership_2040_HSR2,San Carlos,23441,10,4688.2,468.82,2344.1,234.41,37.50812619416385,-122.26029797578131
6,Ridership_2040_HSR2,San Jose Diridon,9819,10,1963.8000000000002,196.38000000000002,981.9000000000001,98.19000000000001,37.32973433784033,-121.90337965869688
6,Ridership_2040_HSR2,San Mateo,25984,10,5196.8,519.6800000000001,2598.4,259.84000000000003,37.5681603459612,-122.32391967532075
6,Ridership_2040_HSR2,Santa Clara,11163,10,2232.6,223.26,1116.3,111.63,37.353207282614996,-121.93549376712492
6,Ridership_2040_HSR2,South San Francisco,26253,10,5250.6,525.0600000000001,2625.3,262.53000000000003,37.65434311314393,-122.40632367452082
6,Ridership_2040_HSR2,Sunnyvale,17984,10,3596.8,359.68,1798.4,179.84,37.37884425148521,-122.03140710781794
6,Ridership_2040_HSR2,Tamien,3240,9,648.0,72.0,324.0,36.0,37.31274326682811,-121.88475697613043
6,Ridership_2040_HSR2,Transbay,14217,10,2843.4,284.34000000000003,1421.7,142.17000000000002,37.789051867125714,-122.39702424974188
6,Ridership_2040_high,22nd St,28925,12,5785.0,482.0833333333333,2892.5,241.04166666666666,37.757576360740146,-122.39241209707016
6,Ridership_2040_high,4th and King,27124,12,5424.8,452.06666666666666,2712.4,226.03333333333333,37.77673761681249,-122.39494716886722
6,Ridership_2040_high,Atherton,25871,12,5174.200000000001,431.1833333333334,2587.1000000000004,215.5916666666667,37.46447556254199,-122.19767440578178
6,Ridership_2040_high,Bayshore,29088,12,5817.6,484.8,2908.8,242.4,37.707716194010786,-122.40181692100869
6,Ridership_2040_high,Belmont,28103,12,5620.6,468.3833333333334,2810.3,234.1916666666667,37.52120335901958,-122.27624353516848
6,Ridership_2040_high,Blossom Hill,1329,9,265.8,29.533333333333335,132.9,14.766666666666667,37.252451211010396,-121.79772696072882
6,Ridership_2040_high,Broadway,29263,12,5852.6,487.7166666666667,2926.3,243.85833333333335,37.58728824070041,-122.36206316363042
