TOD,Scenario,Station_Name,Ridership_Number,lat,lon
ev,Ridership_2017_observed,Lawrence,7905,37.37054208586365,-121.99678611573393
ev,Ridership_2017_observed,Menlo Park,29977,37.45481747441266,-122.18234505381756
ev,Ridership_2017_observed,Millbrae,26846,37.60005813774365,-122.38716357110485
ev,Ridership_2017_observed,Morgan Hill,0,37.12973319634205,-121.650645664784
ev,Ridership_2017_observed,Mountain View,15500,37.39445754646227,-122.07593286878692
ev,Ridership_2017_observed,Palo Alto,29047,37.44319218110702,-122.16441235036379
ev,Ridership_2017_observed,Redwood City,33201,37.48575969310709,-122.23136195740514
ev,Ridership_2017_observed,San Antonio,15872,37.407509282199506,-122.10751724793137
ev,Ridership_2017_observed,San Bruno,21483,37.630742889729746,-122.41180196248293
ev,Ridership_2017_observed,San Carlos,32581,37.50812619416385,-122.26029797578131
ev,Ridership_2017_observed,San Jose Diridon,4867,37.32973433784033,-121.90337965869688
ev,Ridership_2017_observed,San Martin,0,37.08595316953493,-121.61044251655308
ev,Ridership_2017_observed,San Mateo,29946,37.5681603459612,-122.32391967532075
ev,Ridership_2017_observed,Santa Clara,6262,37.353207282614996,-121.93549376712492
ev,Ridership_2017_observed,South San Francisco,19654,37.65434311314393,-122.40632367452082
ev,Ridership_2017_observed,Sunnyvale,9765,37.37884425148521,-122.03140710781794
ev,Ridership_2017_observed,Tamien,62,37.31274326682811,-121.88475697613043
ev,Ridership_2017_observed,Transbay,0,37.789051867125714,-122.39702424974188
ev,Ridership_2040_HSR2,22nd St,70029,37.757576360740146,-122.39241209707016
ev,Ridership_2040_HSR2,4th and King,62186,37.77673761681249,-122.39494716886722
ev,Ridership_2040_HSR2,Atherton,87451,37.46447556254199,-122.19767440578178
ev,Ridership_2040_HSR2,Bayshore,69006,37.707716194010786,-122.40181692100869
ev,Ridership_2040_HSR2,Belmont,85777,37.52120335901958,-122.27624353516848
ev,Ridership_2040_HSR2,Blossom Hill,0,37.252451211010396,-121.79772696072882
ev,Ridership_2040_HSR2,Broadway,80786,37.58728824070041,-122.36206316363042
ev,Ridership_2040_HSR2,Burlingame,81251,37.579784239598354,-122.34406869702896
ev,Ridership_2040_HSR2,California Ave,67549,37.428924920324114,-122.14130909428673
ev,Ridership_2040_HSR2,Capitol,0,37.28400149341915,-121.84184124217718
ev,Ridership_2040_HSR2,College Park,28210,37.34287482384451,-121.91566711874347
ev,Ridership_2040_HSR2,Gilroy,0,37.004510163602646,-121.56675298501878
ev,Ridership_2040_HSR2,Hayward Park,83700,37.5529445877276,-122.30942618742424
ev,Ridership_2040_HSR2,Hillsdale,91047,37.54157217114981,-122.30068921820495
ev,Ridership_2040_HSR2,Lawrence,40145,37.37054208586365,-121.99678611573393
ev,Ridership_2040_HSR2,Menlo Park,88350,37.45481747441266,-122.18234505381756
ev,Ridership_2040_HSR2,Millbrae,82770,37.60005813774365,-122.38716357110485
ev,Ridership_2040_HSR2,Morgan Hill,0,37.12973319634205,-121.650645664784
ev,Ridership_2040_HSR2,Mountain View,63426,37.39445754646227,-122.07593286878692
ev,Ridership_2040_HSR2,Palo Alto,94674,37.44319218110702,-122.16441235036379
ev,Ridership_2040_HSR2,Redwood City,94984,37.48575969310709,-122.23136195740514
ev,Ridership_2040_HSR2,San Antonio,64015,37.407509282199506,-122.10751724793137
ev,Ridership_2040_HSR2,San Bruno,67704,37.630742889729746,-122.41180196248293
ev,Ridership_2040_HSR2,San Carlos,86211,37.50812619416385,-122.26029797578131
ev,Ridership_2040_HSR2,San Jose Diridon,28923,37.32973433784033,-121.90337965869688
ev,Ridership_2040_HSR2,San Martin,0,37.08595316953493,-121.61044251655308
ev,Ridership_2040_HSR2,San Mateo,85157,37.5681603459612,-122.32391967532075
ev,Ridership_2040_HSR2,Santa Clara,32457,37.353207282614996,-121.93549376712492
ev,Ridership_2040_HSR2,South San Francisco,67177,37.65434311314393,-122.40632367452082
ev,Ridership_2040_HSR2,Sunnyvale,48949,37.37884425148521,-122.03140710781794
ev,Ridership_2040_HSR2,Tamien,7347,37.31274326682811,-121.88475697613043
ev,Ridership_2040_HSR2,Transbay,38099,37.789051867125714,-122.39702424974188
ev,Ridership_2040_high,22nd St,136090,37.757576360740146,-122.39241209707016
ev,Ridership_2040_high,4th and King,129890,37.77673761681249,-122.39494716886722
ev,Ridership_2040_high,Atherton,168826,37.46447556254199,-122.19767440578178
ev,Ridership_2040_high,Bayshore,127596,37.707716194010786,-122.40181692100869
ev,Ridership_2040_high,Belmont,159588,37.52120335901958,-122.27624353516848
ev,Ridership_2040_high,Blossom Hill,22227,37.252451211010396,-121.79772696072882
ev,Ridership_2040_high,Broadway,143716,37.58728824070041,-122.36206316363042
ev,Ridership_2040_high,Burlingame,144646,37.579784239598354,-122.34406869702896
ev,Ridership_2040_high,California Ave,132122,37.428924920324114,-122.14130909428673
ev,Ridership_2040_high,Capitol,31837,37.28400149341915,-121.84184124217718
ev,Ridership_2040_high,College Park,75826,37.34287482384451,-121.91566711874347
ev,Ridership_2040_high,Gilroy,4433,37.004510163602646,-121.56675298501878
ev,Ridership_2040_high,Hayward Park,150505,37.5529445877276,-122.30942618742424
ev,Ridership_2040_high,Hillsdale,165447,37.54157217114981,-122.30068921820495
ev,Ridership_2040_high,Lawrence,85002,37.37054208586365,-121.99678611573393
ev,Ridership_2040_high,Menlo Park,170159,37.45481747441266,-122.18234505381756
ev,Ridership_2040_high,Millbrae,149017,37.60005813774365,-122.38716357110485
ev,Ridership_2040_high,Morgan Hill,9672,37.12973319634205,-121.650645664784
ev,Ridership_2040_high,Mountain View,128464,37.39445754646227,-122.07593286878692
ev,Ridership_2040_high,Palo Alto,179180,37.44319218110702,-122.16441235036379
ev,Ridership_2040_high,Redwood City,180761,37.48575969310709,-122.23136195740514
ev,Ridership_2040_high,San Antonio,127131,37.407509282199506,-122.10751724793137
