departure_hour,Scenario,Station_Name,Hourly_Ridership,Riders_per_train,lat,lon
5,Ridership_2040_high,Capitol,1.0,0.2,37.28400149341915,-121.84184124217718
5,Ridership_2040_high,Gilroy,0.0,0.0,37.004510163602646,-121.56675298501878
5,Ridership_2040_high,Hayward Park,110.0,10.0,37.5529445877276,-122.30942618742424
5,Ridership_2040_high,Hillsdale,119.0,10.818181818181818,37.54157217114981,-122.30068921820495
5,Ridership_2040_high,Lawrence,59.0,5.9,37.37054208586365,-121.99678611573393
5,Ridership_2040_high,Menlo Park,118.0,11.8,37.45481747441266,-122.18234505381756
5,Ridership_2040_high,Millbrae,95.0,7.916666666666667,37.60005813774365,-122.38716357110485
5,Ridership_2040_high,Morgan Hill,0.0,0.0,37.12973319634205,-121.650645664784
5,Ridership_2040_high,Mountain View,83.5,8.35,37.39445754646227,-122.07593286878692
5,Ridership_2040_high,Palo Alto,123.5,12.35,37.44319218110702,-122.16441235036379
5,Ridership_2040_high,Redwood City,125.0,12.5,37.48575969310709,-122.23136195740514
5,Ridership_2040_high,San Antonio,81.0,8.1,37.407509282199506,-122.10751724793137
5,Ridership_2040_high,San Bruno,83.5,6.958333333333333,37.630742889729746,-122.41180196248293
5,Ridership_2040_high,San Carlos,118.0,11.8,37.50812619416385,-122.26029797578131
5,Ridership_2040_high,San Jose Diridon,43.0,4.3,37.32973433784033,-121.90337965869688
5,Ridership_2040_high,San Mateo,104.5,9.5,37.5681603459612,-122.32391967532075
5,Ridership_2040_high,Santa Clara,50.5,5.05,37.353207282614996,-121.93549376712492
5,Ridership_2040_high,South San Francisco,77.5,6.458333333333333,37.65434311314393,-122.40632367452082
5,Ridership_2040_high,Sunnyvale,71.0,7.1,37.37884425148521,-122.03140710781794
5,Ridership_2040_high,Tamien,12.0,1.3333333333333333,37.31274326682811,-121.88475697613043
5,Ridership_2040_high,Transbay,34.5,2.875,37.789051867125714,-122.39702424974188
5,Ridership_2040_moderate,22nd St,63.0,5.25,37.757576360740146,-122.39241209707016
5,Ridership_2040_moderate,4th and King,56.5,4.708333333333333,37.77673761681249,-122.39494716886722
5,Ridership_2040_moderate,Atherton,118.0,9.833333333333334,37.46447556254199,-122.19767440578178
5,Ridership_2040_moderate,Bayshore,70.0,5.833333333333333,37.707716194010786,-122.40181692100869
5,Ridership_2040_moderate,Belmont,118.5,9.875,37.52120335901958,-122.27624353516848
5,Ridership_2040_moderate,Blossom Hill,1.0,0.16666666666666666,37.252451211010396,-121.79772696072882
5,Ridership_2040_moderate,Broadway,88.5,7.375,37.58728824070041,-122.36206316363042
5,Ridership_2040_moderate,Burlingame,94.5,7.875,37.579784239598354,-122.34406869702896
5,Ridership_2040_moderate,California Ave,89.5,7.458333333333333,37.428924920324114,-122.14130909428673
5,Ridership_2040_moderate,Capitol,1.0,0.16666666666666666,37.28400149341915,-121.84184124217718
5,Ridership_2040_moderate,Gilroy,0.0,0.0,37.004510163602646,-121.56675298501878
5,Ridership_2040_moderate,Hayward Park,110.5,9.208333333333334,37.5529445877276,-122.30942618742424
5,Ridership_2040_moderate,Hillsdale,121.0,10.083333333333334,37.54157217114981,-122.30068921820495
5,Ridership_2040_moderate,Lawrence,47.0,3.9166666666666665,37.37054208586365,-121.99678611573393
5,Ridership_2040_moderate,Menlo Park,118.0,9.833333333333334,37.45481747441266,-122.18234505381756
5,Ridership_2040_moderate,Millbrae,88.5,7.375,37.60005813774365,-122.38716357110485
5,Ridership_2040_moderate,Morgan Hill,0.0,0.0,37.12973319634205,-121.650645664784
5,Ridership_2040_moderate,Mountain View,75.0,6.25,37.39445754646227,-122.07593286878692
5,Ridership_2040_moderate,Palo Alto,123.5,10.291666666666666,37.44319218110702,-122.16441235036379
5,Ridership_2040_moderate,Redwood City,128.5,10.708333333333334,37.48575969310709,-122.23136195740514
5,Ridership_2040_moderate,San Antonio,79.0,6.583333333333333,37.407509282199506,-122.10751724793137
5,Ridership_2040_moderate,San Bruno,79.0,6.583333333333333,37.630742889729746,-122.41180196248293
5,Ridership_2040_moderate,San Carlos,120.5,10.041666666666666,37.50812619416385,-122.26029797578131
5,Ridership_2040_moderate,San Jose Diridon,30.5,2.5416666666666665,37.32973433784033,-121.90337965869688
5,Ridership_2040_moderate,San Mateo,102.0,8.5,37.5681603459612,-122.32391967532075
5,Ridership_2040_moderate,Santa Clara,38.5,3.2083333333333335,37.353207282614996,-121.93549376712492
5,Ridership_2040_moderate,South San Francisco,74.0,6.166666666666667,37.65434311314393,-122.40632367452082
5,Ridership_2040_moderate,Sunnyvale,59.5,4.958333333333333,37.37884425148521,-122.03140710781794
5,Ridership_2040_moderate,Tamien,4.0,0.5,37.31274326682811,-121.88475697613043
5,Ridership_2040_moderate,Transbay,34.5,2.875,37.789051867125714,-122.39702424974188
6,Ridership_2017_observed,22nd St,518.1,103.62,37.757576360740146,-122.39241209707016
6,Ridership_2017_observed,4th and King,380.0,76.0,37.77673761681249,-122.39494716886722
6,Ridership_2017_observed,Bayshore,530.7,106.14000000000001,37.707716194010786,-122.40181692100869
6,Ridership_2017_observed,Belmont,808.9000000000001,161.78000000000003,37.52120335901958,-122.27624353516848
6,Ridership_2017_observed,Burlingame,725.2,145.04000000000002,37.579784239598354,-122.34406869702896
6,Ridership_2017_observed,California Ave,381.90000000000003,76.38000000000001,37.428924920324114,-122.14130909428673
6,Ridership_2017_observed,College Park,97.9,19.580000000000002,37.34287482384451,-121.91566711874347
6,Ridership_2017_observed,Hayward Park,769.3000000000001,153.86,37.5529445877276,-122.30942618742424
6,Ridership_2017_observed,Hillsdale,837.1,167.42000000000002,37.54157217114981,-122.30068921820495
6,Ridership_2017_observed,Lawrence,142.5,28.5,37.37054208586365,-121.99678611573393
6,Ridership_2017_observed,Menlo Park,763.0,152.6,37.45481747441266,-122.18234505381756
6,Ridership_2017_observed,Millbrae,693.9000000000001,138.78000000000003,37.60005813774365,-122.38716357110485
6,Ridership_2017_observed,Mountain View,331.90000000000003,66.38000000000001,37.39445754646227,-122.07593286878692
6,Ridership_2017_observed,Palo Alto,726.7,145.34,37.44319218110702,-122.16441235036379
6,Ridership_2017_observed,Redwood City,841.2,168.24,37.48575969310709,-122.23136195740514
6,Ridership_2017_observed,San Antonio,337.5,67.5,37.407509282199506,-122.10751724793137
6,Ridership_2017_observed,San Bruno,558.4,111.67999999999999,37.630742889729746,-122.41180196248293
6,Ridership_2017_observed,San Carlos,843.8000000000001,168.76000000000002,37.50812619416385,-122.26029797578131
6,Ridership_2017_observed,San Jose Diridon,97.9,19.580000000000002,37.32973433784033,-121.90337965869688
6,Ridership_2017_observed,San Mateo,775.8000000000001,155.16000000000003,37.5681603459612,-122.32391967532075
6,Ridership_2017_observed,Santa Clara,123.60000000000001,24.720000000000002,37.353207282614996,-121.93549376712492
6,Ridership_2017_observed,South San Francisco,539.0,107.8,37.65434311314393,-122.40632367452082
6,Ridership_2017_observed,Sunnyvale,164.0,32.8,37.37884425148521,-122.03140710781794
6,Ridership_2017_observed,Tamien,15.0,15.0,37.31274326682811,-121.88475697613043
6,Ridership_2040_HSR2,22nd St,1206.8,120.67999999999999,37.757576360740146,-122.39241209707016
6,Ridership_2040_HSR2,4th and King,967.7,96.77000000000001,37.77673761681249,-122.39494716886722
6,Ridership_2040_HSR2,Atherton,1477.1000000000001,147.71,37.46447556254199,-122.19767440578178
6,Ridership_2040_HSR2,Bayshore,1317.0,131.7,37.707716194010786,-122.40181692100869
6,Ridership_2040_HSR2,Belmont,1569.9,156.99,37.52120335901958,-122.27624353516848
6,Ridership_2040_HSR2,Blossom Hill,0.0,0.0,37.252451211010396,-121.79772696072882
6,Ridership_2040_HSR2,Broadway,1436.8000000000002,143.68,37.58728824070041,-122.36206316363042
6,Ridership_2040_HSR2,Burlingame,1451.7,145.17000000000002,37.579784239598354,-122.34406869702896
6,Ridership_2040_HSR2,California Ave,919.8000000000001,91.98,37.428924920324114,-122.14130909428673
6,Ridership_2040_HSR2,Capitol,0.0,0.0,37.28400149341915,-121.84184124217718
6,Ridership_2040_HSR2,Gilroy,0.0,0.0,37.004510163602646,-121.56675298501878
6,Ridership_2040_HSR2,Hayward Park,1525.0,152.5,37.5529445877276,-122.30942618742424
6,Ridership_2040_HSR2,Hillsdale,1679.3000000000002,167.93,37.54157217114981,-122.30068921820495
6,Ridership_2040_HSR2,Lawrence,431.5,43.15,37.37054208586365,-121.99678611573393
6,Ridership_2040_HSR2,Menlo Park,1487.3000000000002,148.73000000000002,37.45481747441266,-122.18234505381756
6,Ridership_2040_HSR2,Millbrae,1504.3000000000002,150.43,37.60005813774365,-122.38716357110485
6,Ridership_2040_HSR2,Morgan Hill,0.0,0.0,37.12973319634205,-121.650645664784
6,Ridership_2040_HSR2,Mountain View,807.4000000000001,80.74000000000001,37.39445754646227,-122.07593286878692
6,Ridership_2040_HSR2,Palo Alto,1448.9,144.89000000000001,37.44319218110702,-122.16441235036379
6,Ridership_2040_HSR2,Redwood City,1654.1000000000001,165.41000000000003,37.48575969310709,-122.23136195740514
6,Ridership_2040_HSR2,San Antonio,815.3000000000001,81.53,37.407509282199506,-122.10751724793137
6,Ridership_2040_HSR2,San Bruno,1307.4,130.74,37.630742889729746,-122.41180196248293
6,Ridership_2040_HSR2,San Carlos,1570.4,157.04000000000002,37.50812619416385,-122.26029797578131
6,Ridership_2040_HSR2,San Jose Diridon,278.40000000000003,27.840000000000003,37.32973433784033,-121.90337965869688
6,Ridership_2040_HSR2,San Mateo,1553.5,155.35,37.5681603459612,-122.32391967532075
6,Ridership_2040_HSR2,Santa Clara,326.90000000000003,32.690000000000005,37.353207282614996,-121.93549376712492
6,Ridership_2040_HSR2,South San Francisco,1339.0,133.9,37.65434311314393,-122.40632367452082
6,Ridership_2040_HSR2,Sunnyvale,511.40000000000003,51.14,37.37884425148521,-122.03140710781794
6,Ridership_2040_HSR2,Tamien,59.1,8.442857142857143,37.31274326682811,-121.88475697613043
6,Ridership_2040_HSR2,Transbay,418.70000000000005,41.870000000000005,37.789051867125714,-122.39702424974188
6,Ridership_2040_high,22nd St,1485.1000000000001,123.75833333333334,37.757576360740146,-122.39241209707016
6,Ridership_2040_high,4th and King,1171.0,97.58333333333333,37.77673761681249,-122.39494716886722
6,Ridership_2040_high,Atherton,1974.3000000000002,141.02142857142857,37.46447556254199,-122.19767440578178
6,Ridership_2040_high,Bayshore,1580.4,131.70000000000002,37.707716194010786,-122.40181692100869
6,Ridership_2040_high,Belmont,2005.0,154.23076923076923,37.52120335901958,-122.27624353516848
6,Ridership_2040_high,Blossom Hill,45.5,5.055555555555555,37.252451211010396,-121.79772696072882
6,Ridership_2040_high,Broadway,1678.1000000000001,129.0846153846154,37.58728824070041,-122.36206316363042
6,Ridership_2040_high,Burlingame,1700.3000000000002,130.7923076923077,37.579784239598354,-122.34406869702896
6,Ridership_2040_high,California Ave,1265.3000000000002,90.37857142857145,37.428924920324114,-122.14130909428673
6,Ridership_2040_high,Capitol,60.5,6.722222222222222,37.28400149341915,-121.84184124217718
6,Ridership_2040_high,Gilroy,11.100000000000001,1.2333333333333334,37.004510163602646,-121.56675298501878
6,Ridership_2040_high,Hayward Park,1901.9,146.3,37.5529445877276,-122.30942618742424
6,Ridership_2040_high,Hillsdale,2117.9,162.91538461538462,37.54157217114981,-122.30068921820495
6,Ridership_2040_high,Lawrence,657.6,46.971428571428575,37.37054208586365,-121.99678611573393
6,Ridership_2040_high,Menlo Park,1972.5,140.89285714285714,37.45481747441266,-122.18234505381756
6,Ridership_2040_high,Millbrae,1753.2,134.86153846153846,37.60005813774365,-122.38716357110485
6,Ridership_2040_high,Morgan Hill,23.400000000000002,2.6,37.12973319634205,-121.650645664784
6,Ridership_2040_high,Mountain View,1140.7,81.47857142857143,37.39445754646227,-122.07593286878692
6,Ridership_2040_high,Palo Alto,1922.2,137.3,37.44319218110702,-122.16441235036379
6,Ridership_2040_high,Redwood City,2183.5,155.96428571428572,37.48575969310709,-122.23136195740514
6,Ridership_2040_high,San Antonio,1154.5,82.46428571428571,37.407509282199506,-122.10751724793137
6,Ridership_2040_high,San Bruno,1592.4,132.70000000000002,37.630742889729746,-122.41180196248293
6,Ridership_2040_high,San Carlos,2070.9,159.3,37.50812619416385,-122.26029797578131
6,Ridership_2040_high,San Jose Diridon,458.0,32.714285714285715,37.32973433784033,-121.90337965869688
6,Ridership_2040_high,San Mateo,1855.1000000000001,142.70000000000002,37.5681603459612,-122.32391967532075
6,Ridership_2040_high,Santa Clara,526.0,37.57142857142857,37.353207282614996,-121.93549376712492
6,Ridership_2040_high,South San Francisco,1657.6000000000001,138.13333333333335,37.65434311314393,-122.40632367452082
6,Ridership_2040_high,Sunnyvale,802.7,57.33571428571429,37.37884425148521,-122.03140710781794
6,Ridership_2040_high,Tamien,152.20000000000002,10.871428571428572,37.31274326682811,-121.88475697613043
6,Ridership_2040_high,Transbay,491.70000000000005,40.975,37.789051867125714,-122.39702424974188
6,Ridership_2040_moderate,22nd St,1413.8000000000002,117.81666666666668,37.757576360740146,-122.39241209707016
6,Ridership_2040_moderate,4th and King,1170.4,97.53333333333335,37.77673761681249,-122.39494716886722
6,Ridership_2040_moderate,Atherton,1768.1000000000001,147.34166666666667,37.46447556254199,-122.19767440578178
6,Ridership_2040_moderate,Bayshore,1511.0,125.91666666666667,37.707716194010786,-122.40181692100869
6,Ridership_2040_moderate,Belmont,1807.1000000000001,150.59166666666667,37.52120335901958,-122.27624353516848
6,Ridership_2040_moderate,Blossom Hill,38.2,4.2444444444444445,37.252451211010396,-121.79772696072882
6,Ridership_2040_moderate,Broadway,1592.7,132.725,37.58728824070041,-122.36206316363042
